traj_id,split,class_name,seq_folder,n_neighbors,n1_id,n1_class,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_id,n2_class,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_id,n3_class,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_id,n4_class,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_id,n5_class,n5_min_dist,n5_mean_dist,n5_overlap_sec,min_dist_any,mean_dist_all,n_close_encounters,classes_nearby
0969,train,person,0127_20230907_153547,5,001,person,1.902,11.742,28.04,000,bicycle,20.002,25.015,28.68,004,person,22.002,23.573,6.04,002,bicycle,37.613,40.54,28.68,003,person,40.07,41.506,8.56,1.902,24.318,1,"bicycle,person"
0108,train,bicycle,0127_20230907_153547,6,007,person,3.697,13.32,13.04,004,person,4.074,10.176,6.52,002,bicycle,13.887,17.848,5.92,001,person,24.097,29.691,11.64,000,bicycle,31.546,35.097,15.4,3.697,18.657,0,"bicycle,person"
0970,train,person,0127_20230907_153547,6,006,bicycle,3.697,13.32,13.04,004,person,4.445,8.797,4.16,002,bicycle,18.239,19.166,3.56,001,person,32.604,34.408,9.28,000,bicycle,33.602,35.095,13.04,3.697,23.293,0,"bicycle,person"
0971,train,bicycle,0127_20230907_153547,5,000,bicycle,0.55,0.731,4.2,003,person,5.761,6.823,4.2,002,bicycle,11.955,14.238,4.2,001,person,31.205,32.325,4.2,004,person,34.988,35.537,4.2,0.55,16.892,1,"bicycle,person"
0972,train,person,0128_20230911_133347,11,002,person,3.498,15.463,37.12,005,bicycle,5.142,12.822,38.0,007,person,5.906,19.064,33.16,003,bicycle,5.972,15.683,22.04,012,bicycle,6.585,15.95,9.08,3.498,13.168,0,"bicycle,motorcycle,person"
0973,train,person,0128_20230911_133347,8,007,person,5.292,8.38,2.64,010,bicycle,11.852,19.581,3.6,005,bicycle,17.725,19.541,27.92,009,person,20.413,22.884,25.36,004,person,20.458,25.042,47.2,5.292,19.359,0,"bicycle,person"
0974,train,person,0128_20230911_133347,11,012,bicycle,1.511,12.828,9.08,007,person,1.516,24.115,33.88,000,person,3.498,15.463,37.12,003,bicycle,3.56,19.025,40.04,006,motorcycle,6.275,11.757,36.52,1.511,12.345,2,"bicycle,motorcycle,person"
0975,train,bicycle,0128_20230911_133347,10,008,bicycle,1.518,2.17,25.36,012,bicycle,1.635,2.625,9.08,002,person,3.56,18.941,40.04,014,motorcycle,3.818,16.028,3.12,007,person,5.198,11.501,22.76,1.518,11.705,2,"bicycle,motorcycle,person"
0976,train,person,0128_20230911_133347,5,009,person,0.034,0.231,25.36,011,person,0.347,0.689,14.08,005,bicycle,9.14,15.839,19.68,000,person,19.281,22.177,27.04,001,person,20.458,25.115,47.2,0.034,9.852,2,"bicycle,person"
0977,train,bicycle,0128_20230911_133347,9,000,person,5.142,12.915,38.0,004,person,9.14,15.839,19.68,002,person,15.972,18.171,16.68,010,bicycle,16.445,26.197,13.68,001,person,17.725,19.669,27.92,5.142,19.799,0,"bicycle,person"
0978,train,motorcycle,0128_20230911_133347,9,013,bicycle,0.831,0.913,0.56,002,person,6.275,11.757,36.52,007,person,6.707,31.771,20.44,012,bicycle,7.718,26.21,8.28,000,person,9.518,29.459,19.72,0.831,13.297,1,"bicycle,motorcycle,person"
0979,train,person,0128_20230911_133347,8,002,person,1.516,24.302,33.88,010,bicycle,2.698,17.283,19.32,012,bicycle,3.574,10.217,9.08,003,bicycle,5.198,11.501,22.76,000,person,5.906,19.064,33.16,1.516,6.709,1,"bicycle,motorcycle,person"
0980,train,bicycle,0128_20230911_133347,5,003,bicycle,1.518,2.17,25.36,014,motorcycle,4.855,14.981,3.12,002,person,20.029,21.611,14.0,006,motorcycle,28.623,29.512,12.8,013,bicycle,35.016,36.306,4.8,1.518,18.008,1,"bicycle,motorcycle,person"
0109,train,person,0128_20230911_133347,5,004,person,0.034,0.234,25.36,011,person,0.588,0.882,14.08,005,bicycle,18.15,23.903,4.36,001,person,20.413,22.884,25.36,000,person,20.981,21.682,11.72,0.034,12.033,2,"bicycle,person"
0981,train,bicycle,0128_20230911_133347,8,007,person,2.698,17.714,19.32,001,person,11.852,18.856,3.6,003,bicycle,14.858,22.625,8.2,012,bicycle,15.621,23.175,6.68,005,bicycle,16.492,25.96,13.68,2.698,16.731,0,"bicycle,motorcycle,person"
0982,train,person,0128_20230911_133347,4,004,person,0.347,0.689,14.08,009,person,0.572,0.886,14.08,001,person,21.101,23.56,14.08,000,person,21.625,22.435,4.32,,,,,,0.347,10.911,2,person
0110,train,bicycle,0128_20230911_133347,6,002,person,1.511,12.828,9.08,003,bicycle,1.635,2.625,9.08,007,person,3.514,9.467,9.08,000,person,6.585,15.95,9.08,006,motorcycle,7.718,26.21,8.28,1.511,6.097,2,"bicycle,motorcycle,person"
0983,train,bicycle,0128_20230911_133347,4,006,motorcycle,0.831,0.913,0.56,002,person,10.369,11.002,1.76,003,bicycle,34.485,36.14,4.8,008,bicycle,34.711,36.184,4.8,,,,,,0.831,20.099,1,"bicycle,motorcycle,person"
0984,train,motorcycle,0128_20230911_133347,4,003,bicycle,3.818,16.028,3.12,008,bicycle,4.855,14.981,3.12,002,person,15.784,22.106,3.12,006,motorcycle,23.51,26.038,3.12,,,,,,3.818,11.992,0,"bicycle,motorcycle,person"
0985,train,person,0129_20230911_133554,10,003,bicycle,1.007,11.976,23.32,007,person,1.096,9.895,13.2,010,motorcycle,12.921,18.465,4.8,009,bicycle,16.235,20.487,8.04,001,person,18.142,26.005,54.84,1.007,16.525,2,"bicycle,motorcycle,person,scooter"
0111,train,person,0129_20230911_133554,8,008,scooter,1.218,10.112,11.2,002,bicycle,1.844,4.522,38.28,006,person,4.582,11.561,13.72,010,motorcycle,7.15,12.748,4.8,004,person,18.13,31.008,21.12,1.218,13.73,2,"bicycle,motorcycle,person,scooter"
0986,train,bicycle,0129_20230911_133554,6,001,person,1.844,4.435,38.28,006,person,9.045,14.031,12.76,000,person,19.17,26.929,38.28,004,person,19.768,28.483,9.04,008,scooter,20.014,21.014,7.16,1.844,19.376,1,"motorcycle,person,scooter"
0987,train,bicycle,0129_20230911_133554,5,000,person,1.007,11.976,23.32,007,person,9.311,10.923,11.12,001,person,20.862,25.423,8.12,009,bicycle,27.822,29.581,7.6,004,person,49.714,51.966,4.6,1.007,21.743,1,"bicycle,person"
0988,train,person,0129_20230911_133554,7,008,scooter,12.536,23.605,11.2,010,motorcycle,15.46,26.857,4.8,001,person,18.072,30.588,21.12,002,bicycle,19.768,28.119,9.04,009,bicycle,26.259,28.954,5.04,12.536,25.179,0,"bicycle,motorcycle,person,scooter"
0989,train,bicycle,0129_20230911_133554,1,000,person,21.67,23.64,11.4,,,,,,,,,,,,,,,,,,,,,21.67,21.67,0,person
0990,train,person,0129_20230911_133554,3,001,person,4.582,11.561,13.72,002,bicycle,9.045,14.29,12.76,000,person,22.251,31.332,13.72,,,,,,,,,,,4.582,11.959,0,"bicycle,person"
0991,train,person,0129_20230911_133554,2,000,person,1.096,9.749,13.2,003,bicycle,9.3,10.753,11.12,,,,,,,,,,,,,,,,1.096,5.198,1,"bicycle,person"
0992,train,scooter,0129_20230911_133554,5,001,person,1.218,10.518,11.2,010,motorcycle,6.917,14.705,4.32,004,person,12.536,24.5,11.2,000,person,18.32,26.562,11.2,002,bicycle,20.014,21.014,7.16,1.218,11.801,1,"bicycle,motorcycle,person"
0993,train,bicycle,0129_20230911_133554,4,000,person,16.235,20.888,8.04,004,person,26.259,29.37,5.04,003,bicycle,27.822,29.376,7.6,001,person,37.911,44.618,8.04,,,,,,16.235,27.057,0,"bicycle,person"
0994,train,motorcycle,0129_20230911_133554,5,001,person,7.15,13.49,4.8,008,scooter,8.125,16.225,4.32,000,person,12.921,19.069,4.8,004,person,15.46,28.74,4.8,002,bicycle,46.413,46.413,0.28,7.15,18.014,0,"bicycle,person,scooter"
0112,train,person,0130_20230911_133827,10,004,person,1.416,8.427,11.84,010,motorcycle,3.722,13.128,5.08,009,motorcycle,12.563,18.539,5.48,005,bicycle,15.066,17.114,14.04,007,bicycle,16.417,16.534,11.4,1.416,14.589,1,"bicycle,motorcycle,person"
0995,train,person,0130_20230911_133827,4,006,bicycle,17.453,27.803,12.0,012,motorcycle,19.959,23.244,1.92,000,person,20.742,25.679,19.88,004,person,21.285,28.365,30.0,,,,,,17.453,19.86,0,"bicycle,motorcycle,person"
0996,train,person,0130_20230911_133827,4,003,person,1.553,10.863,12.4,000,person,19.056,27.196,37.52,007,bicycle,29.651,32.905,11.4,008,bicycle,50.794,50.911,1.44,,,,,,1.553,25.264,1,"bicycle,person"
0997,train,person,0130_20230911_133827,4,002,person,1.553,10.588,12.4,009,motorcycle,7.433,17.137,5.48,010,motorcycle,17.198,19.279,5.08,000,person,19.273,27.282,35.68,,,,,,1.553,11.364,1,"motorcycle,person"
0998,train,person,0130_20230911_133827,4,000,person,1.416,8.679,11.84,006,bicycle,2.654,15.688,12.0,012,motorcycle,20.083,23.734,1.8,001,person,21.285,28.279,30.0,,,,,,1.416,11.359,1,"bicycle,motorcycle,person"
0999,train,bicycle,0130_20230911_133827,1,000,person,15.066,17.102,14.04,,,,,,,,,,,,,,,,,,,,,15.066,15.066,0,person
1000,train,bicycle,0130_20230911_133827,3,004,person,2.654,15.883,12.0,001,person,17.453,27.803,12.0,000,person,19.637,22.801,6.8,,,,,,,,,,,2.654,13.248,0,person
1001,train,bicycle,0130_20230911_133827,2,000,person,16.417,16.539,11.4,002,person,29.651,32.825,11.4,,,,,,,,,,,,,,,,16.417,23.034,0,person
1002,train,bicycle,0130_20230911_133827,2,000,person,17.995,22.512,8.0,002,person,50.387,50.78,1.44,,,,,,,,,,,,,,,,17.995,34.191,0,person
1003,train,motorcycle,0130_20230911_133827,3,003,person,7.433,17.137,5.48,000,person,12.563,18.539,5.48,010,motorcycle,17.366,19.708,0.96,,,,,,,,,,,7.433,12.454,0,"motorcycle,person"
1004,train,motorcycle,0130_20230911_133827,3,000,person,3.722,12.58,5.08,009,motorcycle,13.297,17.571,0.96,003,person,17.198,19.083,5.08,,,,,,,,,,,3.722,11.406,0,"motorcycle,person"
1005,train,bicycle,0130_20230911_133827,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,
1006,train,motorcycle,0130_20230911_133827,2,001,person,20.104,26.138,1.92,004,person,20.741,24.647,1.8,,,,,,,,,,,,,,,,20.104,20.422,0,person
1007,train,person,0131_20230911_134131,7,006,person,1.19,7.196,11.36,005,scooter,2.734,12.543,7.24,003,scooter,10.933,21.123,13.44,001,stroller,15.135,20.587,31.96,007,bicycle,19.07,25.972,10.88,1.19,15.257,1,"bicycle,person,scooter,stroller"
1008,train,stroller,0131_20230911_134131,5,003,scooter,6.267,26.636,22.56,000,person,15.135,20.587,31.96,002,person,20.807,27.53,26.08,007,bicycle,31.697,35.242,10.88,004,person,41.155,45.862,23.32,6.267,23.012,0,"bicycle,person,scooter"
1009,train,person,0131_20230911_134131,4,003,scooter,3.195,15.312,35.08,004,person,20.136,29.423,25.24,001,stroller,20.807,27.319,26.08,000,person,32.278,38.145,16.96,,,,,,3.195,19.104,0,"person,scooter,stroller"
1010,train,scooter,0131_20230911_134131,4,002,person,3.195,15.312,35.08,001,stroller,6.267,26.399,22.56,000,person,10.933,20.842,13.44,004,person,13.394,25.72,24.48,,,,,,3.195,8.447,0,"person,stroller"
1011,train,person,0131_20230911_134131,4,003,scooter,13.394,26.005,24.48,002,person,19.994,29.421,25.24,000,person,25.61,35.003,14.2,001,stroller,41.155,45.862,23.32,,,,,,13.394,25.038,0,"person,scooter,stroller"
1012,train,scooter,0131_20230911_134131,2,000,person,2.734,13.275,7.24,006,person,7.813,13.065,6.4,,,,,,,,,,,,,,,,2.734,5.274,0,person
1013,train,person,0131_20230911_134131,2,000,person,1.19,7.373,11.36,005,scooter,7.813,12.453,6.4,,,,,,,,,,,,,,,,1.19,4.502,1,"person,scooter"
1014,train,bicycle,0131_20230911_134131,2,000,person,19.07,26.697,10.88,001,stroller,31.617,35.253,10.88,,,,,,,,,,,,,,,,19.07,25.343,0,"person,stroller"
1015,train,bicycle,0132_20230911_134522,4,001,bicycle,0.635,1.169,80.88,004,motorcycle,11.986,17.299,1.8,002,motorcycle,14.654,26.67,7.16,003,motorcycle,31.76,40.691,2.0,,,,,,0.635,14.759,1,"bicycle,motorcycle"
1016,train,bicycle,0132_20230911_134522,4,000,bicycle,0.635,1.169,80.88,004,motorcycle,11.661,17.568,1.8,002,motorcycle,14.383,26.552,7.16,003,motorcycle,32.445,41.473,2.0,,,,,,0.635,14.781,1,"bicycle,motorcycle"
1017,train,motorcycle,0132_20230911_134522,2,001,bicycle,14.383,25.021,7.16,000,bicycle,14.654,25.151,7.16,,,,,,,,,,,,,,,,14.383,14.518,0,bicycle
1018,train,motorcycle,0132_20230911_134522,3,004,motorcycle,3.298,3.298,0.08,000,bicycle,27.398,38.475,2.0,001,bicycle,28.053,39.236,2.0,,,,,,,,,,,3.298,19.583,0,"bicycle,motorcycle"
1019,train,motorcycle,0132_20230911_134522,2,001,bicycle,11.661,17.568,1.8,000,bicycle,11.986,17.299,1.8,,,,,,,,,,,,,,,,11.661,11.823,0,bicycle
1020,train,person,0133_20230911_135155,6,004,person,0.356,0.949,23.84,001,person,0.429,1.07,50.24,006,person,0.647,0.811,21.2,002,person,0.677,12.352,37.32,003,person,2.661,18.206,36.56,0.356,5.587,4,"motorcycle,person"
1021,train,person,0133_20230911_135155,5,000,person,0.429,1.07,50.24,004,person,0.93,1.985,16.88,006,person,1.363,1.652,10.92,002,person,2.116,12.637,37.32,003,person,3.516,22.567,21.96,0.429,1.671,3,person
1022,train,person,0133_20230911_135155,5,000,person,0.677,12.486,37.32,001,person,2.116,12.637,37.32,004,person,10.694,17.781,10.92,006,person,19.84,22.79,3.96,003,person,34.107,36.4,15.0,0.677,13.487,1,person
1023,train,person,0133_20230911_135155,4,000,person,2.661,18.44,36.56,006,person,3.311,11.091,21.2,001,person,3.516,22.567,21.96,002,person,34.107,36.4,15.0,,,,,,2.661,10.899,0,person
1024,train,person,0133_20230911_135155,4,000,person,0.356,0.949,23.84,001,person,0.93,2.006,16.88,002,person,10.694,17.506,10.92,009,motorcycle,28.368,33.506,6.56,,,,,,0.356,10.087,2,"motorcycle,person"
1025,train,person,0133_20230911_135155,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,
1026,train,person,0133_20230911_135155,4,000,person,0.647,0.811,21.2,001,person,1.363,1.65,10.92,003,person,3.311,11.23,21.2,002,person,19.148,22.126,3.96,,,,,,0.647,6.117,2,person
1027,train,bicycle,0133_20230911_135155,3,012,motorcycle,1.541,9.871,2.04,011,motorcycle,2.597,8.806,2.08,010,scooter,5.847,9.345,6.52,,,,,,,,,,,1.541,3.328,1,"motorcycle,scooter"
1028,train,motorcycle,0133_20230911_135155,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,
1029,train,motorcycle,0133_20230911_135155,2,004,person,28.368,33.762,6.56,000,person,28.75,33.728,6.6,,,,,,,,,,,,,,,,28.368,28.559,0,person
1030,train,scooter,0133_20230911_135155,2,007,bicycle,5.847,9.17,6.52,012,motorcycle,17.867,19.805,0.76,,,,,,,,,,,,,,,,5.847,11.857,0,"bicycle,motorcycle"
1031,train,motorcycle,0133_20230911_135155,2,012,motorcycle,1.278,3.314,0.64,007,bicycle,2.597,8.89,2.08,,,,,,,,,,,,,,,,1.278,1.938,1,"bicycle,motorcycle"
0113,train,motorcycle,0133_20230911_135155,3,011,motorcycle,0.588,0.933,0.64,007,bicycle,1.541,9.871,2.04,010,scooter,21.744,23.674,0.76,,,,,,,,,,,0.588,7.958,2,"bicycle,motorcycle,scooter"
1032,train,person,0134_20230911_135502,10,008,person,0.262,0.898,9.96,005,person,0.328,0.737,16.0,002,person,0.417,0.681,52.64,009,person,0.564,0.929,9.92,006,bicycle,0.958,11.262,12.88,0.262,5.326,6,"bicycle,motorcycle,person"
1033,train,person,0134_20230911_135502,7,004,bicycle,1.497,10.127,20.44,007,bicycle,3.845,16.733,10.0,000,person,7.504,16.533,38.2,005,person,7.532,10.589,16.0,011,motorcycle,14.572,21.519,3.12,1.497,10.503,1,"bicycle,motorcycle,person"
1034,train,person,0134_20230911_135502,3,000,person,0.378,0.678,52.64,006,bicycle,0.893,9.28,10.4,010,motorcycle,6.33,25.089,4.2,,,,,,,,,,,0.378,2.534,2,"bicycle,motorcycle,person"
1035,train,bicycle,0134_20230911_135502,1,000,person,23.512,28.807,10.08,,,,,,,,,,,,,,,,,,,,,23.512,23.512,0,person
1036,train,bicycle,0134_20230911_135502,6,005,person,1.094,7.137,15.8,000,person,1.161,11.121,20.44,001,person,1.497,10.389,20.44,011,motorcycle,13.559,19.993,3.12,008,person,15.807,22.877,5.08,1.094,8.246,3,"motorcycle,person"
1037,train,person,0134_20230911_135502,6,000,person,0.328,0.729,16.0,008,person,0.757,0.806,0.44,009,person,0.939,0.966,0.44,004,bicycle,1.129,7.277,15.8,001,person,7.532,10.799,16.0,0.328,3.836,4,"bicycle,motorcycle,person"
1038,train,bicycle,0134_20230911_135502,3,002,person,0.893,9.438,10.4,000,person,0.958,11.262,12.88,010,motorcycle,8.537,23.299,4.2,,,,,,,,,,,0.893,3.463,2,"motorcycle,person"
1039,train,bicycle,0134_20230911_135502,1,001,person,3.344,17.208,10.0,,,,,,,,,,,,,,,,,,,,,3.344,3.344,0,person
1040,train,person,0134_20230911_135502,6,000,person,0.13,0.879,9.96,009,person,0.67,1.511,9.92,005,person,0.757,0.806,0.44,011,motorcycle,12.091,14.383,1.2,004,bicycle,14.948,21.738,5.08,0.13,7.992,3,"bicycle,motorcycle,person"
1041,train,person,0134_20230911_135502,6,000,person,0.504,0.903,9.92,008,person,0.67,1.511,9.92,005,person,0.939,0.966,0.44,011,motorcycle,11.482,14.648,1.2,004,bicycle,14.806,22.525,5.08,0.504,7.936,3,"bicycle,motorcycle,person"
1042,train,motorcycle,0134_20230911_135502,3,000,person,6.225,25.662,4.2,002,person,6.33,25.089,4.2,006,bicycle,7.306,21.845,4.2,,,,,,,,,,,6.225,6.62,0,"bicycle,person"
1043,train,motorcycle,0134_20230911_135502,6,009,person,11.482,13.94,1.2,000,person,12.045,16.455,3.12,008,person,12.091,13.796,1.2,005,person,12.33,16.667,2.36,004,bicycle,13.559,19.993,3.12,11.482,12.68,0,"bicycle,person"
1044,train,person,0135_20230911_140201,6,006,bicycle,1.404,8.357,4.28,002,person,5.407,8.881,24.04,007,bicycle,8.374,18.138,10.04,004,bicycle,20.532,23.144,8.8,001,person,27.795,34.501,46.56,1.404,15.524,1,"bicycle,person"
1045,train,person,0135_20230911_140201,5,006,bicycle,17.961,26.245,12.2,007,bicycle,20.568,38.639,9.6,004,bicycle,27.31,28.955,16.72,000,person,27.795,34.501,46.56,002,person,36.437,36.698,31.96,17.961,26.014,0,"bicycle,person"
1046,train,person,0135_20230911_140201,4,006,bicycle,4.346,25.221,12.2,000,person,5.407,8.932,24.04,004,bicycle,24.04,24.865,16.72,001,person,36.437,36.701,31.96,,,,,,4.346,17.557,0,"bicycle,person"
1047,train,person,0135_20230911_140201,3,009,motorcycle,10.301,27.616,5.68,000,person,29.94,34.141,10.04,005,bicycle,31.94,39.38,4.64,,,,,,,,,,,10.301,24.06,0,"bicycle,motorcycle,person"
1048,train,bicycle,0135_20230911_140201,4,006,bicycle,5.572,15.968,12.2,000,person,20.532,23.221,8.8,002,person,24.04,25.068,16.72,001,person,27.31,29.325,16.72,,,,,,5.572,19.363,0,"bicycle,person"
1049,train,bicycle,0135_20230911_140201,3,008,motorcycle,10.967,21.667,5.96,009,motorcycle,27.448,29.344,1.64,003,person,31.94,39.38,4.64,,,,,,,,,,,10.967,23.452,0,"motorcycle,person"
1050,train,bicycle,0135_20230911_140201,4,000,person,1.404,8.357,4.28,002,person,4.346,24.579,12.2,004,bicycle,5.572,16.293,12.2,001,person,17.961,26.245,12.2,,,,,,1.404,7.321,1,"bicycle,person"
1051,train,bicycle,0135_20230911_140201,2,000,person,8.374,18.138,10.04,001,person,21.486,39.392,9.6,,,,,,,,,,,,,,,,8.374,14.93,0,person
0114,train,motorcycle,0135_20230911_140201,1,005,bicycle,10.967,22.637,5.96,,,,,,,,,,,,,,,,,,,,,10.967,10.967,0,bicycle
1052,train,motorcycle,0135_20230911_140201,2,003,person,10.301,27.978,5.68,005,bicycle,27.448,29.905,1.64,,,,,,,,,,,,,,,,10.301,18.875,0,"bicycle,person"
1053,train,person,0136_20230911_140751,5,003,person,1.417,14.904,29.92,004,scooter,1.539,4.08,16.28,002,person,2.669,17.276,22.52,001,person,19.016,27.604,47.76,007,motorcycle,21.654,25.484,5.8,1.417,9.259,2,"motorcycle,person,scooter"
0115,train,person,0136_20230911_140751,3,000,person,19.016,27.604,47.76,003,person,20.304,29.421,21.32,004,scooter,35.028,35.193,4.52,,,,,,,,,,,19.016,24.783,0,"person,scooter"
1054,train,person,0136_20230911_140751,5,000,person,2.669,17.668,22.52,005,person,16.953,18.956,10.36,004,scooter,23.682,30.075,7.48,003,person,24.103,24.567,4.32,006,person,28.521,28.817,10.36,2.669,19.186,0,"person,scooter"
1055,train,person,0136_20230911_140751,4,000,person,1.417,14.992,29.92,004,scooter,6.154,20.713,13.12,001,person,20.304,29.418,21.32,002,person,24.103,24.567,4.32,,,,,,1.417,12.995,1,"person,scooter"
0116,train,scooter,0136_20230911_140751,4,000,person,1.539,4.13,16.28,003,person,6.154,20.713,13.12,002,person,23.682,30.075,7.48,001,person,35.028,35.209,4.52,,,,,,1.539,16.601,1,person
1056,train,person,0136_20230911_140751,2,002,person,16.953,18.823,10.36,006,person,38.935,39.575,3.12,,,,,,,,,,,,,,,,16.953,27.944,0,person
1057,train,person,0136_20230911_140751,2,002,person,28.521,28.817,10.36,005,person,38.935,39.626,3.12,,,,,,,,,,,,,,,,28.521,33.728,0,person
1058,train,motorcycle,0136_20230911_140751,1,000,person,21.654,25.981,5.8,,,,,,,,,,,,,,,,,,,,,21.654,21.654,0,person
0117,train,person,0137_20230911_140955,8,001,person,3.425,20.321,56.4,002,person,4.259,20.165,34.52,004,person,14.015,26.184,12.0,003,person,19.875,26.428,12.28,005,bicycle,20.625,25.191,9.32,3.425,17.473,0,"bicycle,motorcycle,person"
1059,train,person,0137_20230911_140955,7,004,person,0.305,0.57,12.0,002,person,0.314,2.921,34.52,003,person,0.883,8.127,12.28,006,bicycle,2.495,9.193,7.04,005,bicycle,2.556,13.163,9.32,0.305,2.61,3,"bicycle,person"
1060,train,person,0137_20230911_140955,6,001,person,0.314,2.921,34.52,003,person,0.35,0.927,10.4,000,person,4.259,20.165,34.52,008,bicycle,5.353,7.487,3.28,005,bicycle,14.329,21.683,5.8,0.314,7.437,2,"bicycle,person"
1061,train,person,0137_20230911_140955,6,002,person,0.35,0.893,10.4,001,person,0.883,8.461,12.28,008,bicycle,4.561,7.844,5.16,005,bicycle,12.254,18.753,7.68,006,bicycle,15.439,19.979,5.4,0.35,8.894,2,"bicycle,person"
1062,train,person,0137_20230911_140955,2,001,person,0.305,0.584,12.0,000,person,13.076,25.761,12.0,,,,,,,,,,,,,,,,0.305,6.691,1,person
1063,train,bicycle,0137_20230911_140955,6,001,person,2.556,13.163,9.32,008,bicycle,2.666,9.154,6.8,006,bicycle,4.801,7.006,7.04,003,person,12.254,19.008,7.68,002,person,14.329,21.683,5.8,2.556,9.539,0,"bicycle,person"
1064,train,bicycle,0137_20230911_140955,6,001,person,2.495,9.193,7.04,008,bicycle,3.699,12.987,6.8,005,bicycle,4.801,7.006,7.04,003,person,15.848,20.328,5.4,002,person,20.016,23.071,3.52,2.495,11.297,0,"bicycle,person"
1065,train,motorcycle,0137_20230911_140955,1,000,person,35.892,37.249,5.44,,,,,,,,,,,,,,,,,,,,,35.892,35.892,0,person
1066,train,bicycle,0137_20230911_140955,6,005,bicycle,2.666,9.154,6.8,006,bicycle,3.699,12.987,6.8,003,person,4.561,7.822,5.16,002,person,5.353,7.487,3.28,001,person,8.289,12.268,6.8,2.666,7.557,0,"bicycle,person"
1067,train,person,0138_20230911_141227,3,001,person,0.821,7.681,84.24,002,person,16.706,27.89,43.76,003,person,38.239,40.201,16.32,,,,,,,,,,,0.821,18.589,1,person
1068,train,person,0138_20230911_141227,3,000,person,0.821,7.681,84.24,002,person,20.244,29.923,40.16,003,person,43.629,44.408,12.72,,,,,,,,,,,0.821,21.565,1,person
1069,train,person,0138_20230911_141227,3,003,person,1.234,4.642,33.72,000,person,16.706,27.942,43.76,001,person,20.244,29.994,40.16,,,,,,,,,,,1.234,12.728,1,person
1070,train,person,0138_20230911_141227,3,002,person,1.234,4.604,33.72,000,person,38.239,40.201,16.32,001,person,43.629,44.408,12.72,,,,,,,,,,,1.234,27.701,1,person
1071,train,person,0139_20230911_142131,4,002,person,0.127,0.279,17.16,001,person,0.886,12.124,15.04,003,bicycle,3.935,16.233,11.68,004,bicycle,4.312,12.011,6.68,,,,,,0.127,2.315,2,"bicycle,person"
1072,train,person,0139_20230911_142131,4,000,person,0.886,12.124,15.04,004,bicycle,3.064,13.144,6.68,003,bicycle,3.426,15.749,7.68,002,person,6.352,10.591,3.36,,,,,,0.886,3.432,1,"bicycle,person"
1073,train,person,0139_20230911_142131,4,000,person,0.127,0.26,17.16,001,person,6.903,10.551,3.36,003,bicycle,12.529,21.034,7.36,004,bicycle,16.018,18.011,2.0,,,,,,0.127,8.894,1,"bicycle,person"
1074,train,bicycle,0139_20230911_142131,4,004,bicycle,3.017,3.209,6.32,001,person,3.426,15.749,7.68,000,person,3.935,15.833,11.68,002,person,11.602,20.747,7.36,,,,,,3.017,5.495,0,"bicycle,person"
0118,train,bicycle,0139_20230911_142131,4,003,bicycle,3.017,3.172,6.32,001,person,3.064,14.594,6.68,000,person,4.312,12.011,6.68,002,person,14.546,17.434,2.0,,,,,,3.017,6.235,0,"bicycle,person"
1075,train,person,0140_20230911_142624,3,004,person,3.034,8.635,21.04,018,person,4.819,5.334,0.56,017,bicycle,10.026,16.445,9.24,,,,,,,,,,,3.034,5.96,0,"bicycle,person"
1076,train,person,0140_20230911_142624,11,009,person,0.331,0.899,18.72,006,person,1.545,10.905,17.28,016,bicycle,11.241,29.773,10.2,005,person,11.535,18.562,20.96,014,bicycle,11.845,30.845,10.84,0.331,12.176,2,"bicycle,person"
1077,train,person,0140_20230911_142624,8,007,person,0.298,0.737,25.28,011,bicycle,8.778,17.073,16.76,005,person,12.861,15.708,13.56,003,person,14.017,20.558,24.12,001,person,17.728,20.395,6.64,0.298,19.613,1,"bicycle,motorcycle,person"
1078,train,person,0140_20230911_142624,6,010,person,1.193,10.604,13.4,011,bicycle,5.76,12.881,16.76,007,person,13.422,19.482,18.28,002,person,14.017,20.558,24.12,019,motorcycle,14.512,23.442,4.04,1.193,13.583,1,"bicycle,motorcycle,person"
1079,train,person,0140_20230911_142624,2,000,person,3.034,8.635,21.04,018,person,20.646,21.206,8.0,,,,,,,,,,,,,,,,3.034,11.84,0,person
1080,train,person,0140_20230911_142624,12,014,bicycle,10.329,24.2,10.84,008,person,11.529,12.815,7.64,001,person,11.535,18.846,20.96,007,person,11.901,14.421,11.84,016,bicycle,12.321,25.174,10.2,10.329,16.971,0,"bicycle,person"
1081,train,person,0140_20230911_142624,3,001,person,1.545,10.668,17.28,009,person,13.934,17.295,3.48,008,person,42.078,42.68,11.28,,,,,,,,,,,1.545,19.186,1,person
1082,train,person,0140_20230911_142624,6,002,person,0.298,0.738,25.28,011,bicycle,9.068,16.622,16.4,005,person,11.901,14.503,11.84,003,person,13.598,19.498,18.28,001,person,18.535,19.966,4.92,0.298,12.787,1,"bicycle,motorcycle,person"
