traj_id,split,class_name,seq_folder,n_coexisting_agents,coexisting_classes,min_dist_overall,n_frames_below_3m,n_close_agents,n1_traj_id,n1_class,n1_common_timestamps,n1_frames_below_3m,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_traj_id,n2_class,n2_common_timestamps,n2_frames_below_3m,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_traj_id,n3_class,n3_common_timestamps,n3_frames_below_3m,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_traj_id,n4_class,n4_common_timestamps,n4_frames_below_3m,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_traj_id,n5_class,n5_common_timestamps,n5_frames_below_3m,n5_min_dist,n5_mean_dist,n5_overlap_sec
1248,train,person,0161_20230914_112215,1,person,35.199,0,0,1245,person,13,0,35.199,38.51,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,train,person,0161_20230914_112215,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,train,person,0161_20230914_112215,1,bicycle,27.781,0,0,1246,bicycle,9,0,27.781,29.674,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,train,person,0161_20230914_112215,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,train,motorcycle,0161_20230914_112215,1,person,19.584,0,0,1243,person,14,0,19.584,23.924,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,train,person,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,train,person,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,train,person,0162_20230914_113356,1,bicycle,15.295,0,0,1257,bicycle,38,0,15.295,21.313,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,train,person,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,train,bicycle,0162_20230914_113356,1,person,15.295,0,0,1255,person,38,0,15.295,21.313,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,train,person,0162_20230914_113356,1,motorcycle,21.945,0,0,1263,motorcycle,10,0,21.945,32.707,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,train,person,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,train,bicycle,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,train,bicycle,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,train,motorcycle,0162_20230914_113356,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,train,motorcycle,0162_20230914_113356,1,person,21.945,0,0,1258,person,10,0,21.945,32.707,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,train,person,0163_20231023_052403,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,train,person,0163_20231023_052403,1,bicycle,12.649,0,0,1266,bicycle,33,0,12.649,21.168,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,train,bicycle,0163_20231023_052403,1,person,12.649,0,0,1265,person,33,0,12.649,21.168,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,train,person,0164_20231023_053155,3,"bicycle,person",3.123,0,0,1268,person,48,0,3.123,13.216,19.12,1269,bicycle,27,0,13.471,16.972,10.68,1270,bicycle,18,0,13.988,19.461,7.12,,,,,,,,,,,,,,
1268,train,person,0164_20231023_053155,3,"bicycle,person",3.123,0,0,1267,person,48,0,3.123,13.216,19.12,1270,bicycle,18,0,15.146,19.327,7.12,1269,bicycle,27,0,15.647,20.193,10.68,,,,,,,,,,,,,,
1269,train,bicycle,0164_20231023_053155,3,"bicycle,person",7.706,0,0,1270,bicycle,18,0,7.706,11.984,7.12,1267,person,27,0,13.471,16.972,10.68,1268,person,27,0,15.647,20.193,10.68,,,,,,,,,,,,,,
1270,train,bicycle,0164_20231023_053155,3,"bicycle,person",7.706,0,0,1269,bicycle,18,0,7.706,11.984,7.12,1267,person,18,0,13.988,19.461,7.12,1268,person,18,0,15.146,19.327,7.12,,,,,,,,,,,,,,
1271,train,bicycle,0164_20231023_053155,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,train,bicycle,0164_20231023_053155,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,train,person,0165_20231023_053327,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0134,train,person,0165_20231023_053327,2,bicycle,1.041,3,1,0136,bicycle,45,3,1.041,21.543,17.64,1280,bicycle,17,0,5.797,12.217,6.64,,,,,,,,,,,,,,,,,,,,,
1274,train,scooter,0165_20231023_053327,1,bicycle,1.117,54,1,1275,bicycle,80,54,1.117,3.1,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,train,bicycle,0165_20231023_053327,1,scooter,1.117,54,1,1274,scooter,80,54,1.117,3.1,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0135,train,bicycle,0165_20231023_053327,1,bicycle,37.972,0,0,1277,bicycle,12,0,37.972,46.739,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0136,train,bicycle,0165_20231023_053327,2,"bicycle,person",1.041,5,2,0134,person,45,3,1.041,21.543,17.64,1280,bicycle,17,2,1.732,11.333,6.64,,,,,,,,,,,,,,,,,,,,,
1276,train,bicycle,0165_20231023_053327,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,train,bicycle,0165_20231023_053327,1,bicycle,37.972,0,0,0135,bicycle,12,0,37.972,46.739,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,train,bicycle,0165_20231023_053327,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,train,bicycle,0165_20231023_053327,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,train,bicycle,0165_20231023_053327,2,"bicycle,person",1.732,2,1,0136,bicycle,17,2,1.732,11.333,6.64,0134,person,17,0,5.797,12.217,6.64,,,,,,,,,,,,,,,,,,,,,
1281,train,bicycle,0165_20231023_053327,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,train,bicycle,0165_20231023_053327,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,train,person,0166_20231023_053531,1,bicycle,12.034,0,0,1285,bicycle,14,0,12.034,18.875,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,train,person,0166_20231023_053531,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,train,bicycle,0166_20231023_053531,1,person,12.034,0,0,1283,person,14,0,12.034,18.875,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,train,person,0166_20231023_053531,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,train,scooter,0167_20231023_053654,1,bicycle,7.718,0,0,1295,bicycle,24,0,7.718,12.917,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0137,train,person,0167_20231023_053654,1,person,21.551,0,0,1288,person,51,0,21.551,26.306,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,train,person,0167_20231023_053654,1,person,21.551,0,0,0137,person,51,0,21.551,26.306,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,train,bicycle,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,train,person,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,train,person,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,train,bicycle,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,train,person,0167_20231023_053654,1,scooter,27.108,0,0,1296,scooter,6,0,27.108,27.413,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,train,bicycle,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,train,bicycle,0167_20231023_053654,1,scooter,7.718,0,0,1287,scooter,24,0,7.718,12.917,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,train,scooter,0167_20231023_053654,1,person,27.108,0,0,1293,person,6,0,27.108,27.413,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,train,bicycle,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,train,bicycle,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,train,bicycle,0167_20231023_053654,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,train,person,0168_20231023_054534,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,train,person,0168_20231023_054534,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0138,train,person,0169_20231023_054710,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,train,person,0169_20231023_054710,1,person,19.861,0,0,1305,person,24,0,19.861,27.042,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,train,person,0169_20231023_054710,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,train,person,0169_20231023_054710,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,train,person,0169_20231023_054710,2,"bicycle,person",18.572,0,0,1307,bicycle,10,0,18.572,22.439,3.88,1302,person,24,0,19.861,27.042,9.24,,,,,,,,,,,,,,,,,,,,,
1306,train,person,0169_20231023_054710,1,person,0.333,7,1,1310,person,17,7,0.333,4.763,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,train,bicycle,0169_20231023_054710,1,person,18.572,0,0,1305,person,10,0,18.572,22.439,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,train,person,0169_20231023_054710,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,train,person,0169_20231023_054710,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,train,person,0169_20231023_054710,1,person,0.333,7,1,1306,person,17,7,0.333,4.763,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,train,scooter,0170_20231023_054844,4,person,21.918,0,0,1312,person,100,0,21.918,25.068,39.72,1318,person,25,0,21.95,25.256,9.72,0142,person,22,0,23.709,29.572,8.56,1317,person,28,0,35.726,35.882,11.12,,,,,,,
1312,train,person,0170_20231023_054844,2,"person,scooter",21.918,0,0,1311,scooter,100,0,21.918,25.068,39.72,1317,person,28,0,29.742,32.372,11.12,,,,,,,,,,,,,,,,,,,,,
1313,train,person,0170_20231023_054844,1,bicycle,21.259,0,0,1319,bicycle,4,0,21.259,24.863,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,train,person,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,train,person,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0139,train,bicycle,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,train,person,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,train,person,0170_20231023_054844,2,"person,scooter",29.742,0,0,1312,person,28,0,29.742,32.372,11.12,1311,scooter,28,0,35.726,35.882,11.12,,,,,,,,,,,,,,,,,,,,,
0140,train,bicycle,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141,train,person,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,train,person,0170_20231023_054844,1,scooter,21.95,0,0,1311,scooter,25,0,21.95,25.256,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0142,train,person,0170_20231023_054844,1,scooter,23.709,0,0,1311,scooter,22,0,23.709,29.572,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0143,train,scooter,0170_20231023_054844,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,train,bicycle,0170_20231023_054844,1,person,21.259,0,0,1313,person,4,0,21.259,24.863,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,train,person,0171_20231023_055134,1,person,0.877,9,1,1322,person,75,9,0.877,12.161,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,train,person,0171_20231023_055134,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,train,person,0171_20231023_055134,1,person,0.877,9,1,1320,person,75,9,0.877,12.161,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,train,bicycle,0171_20231023_055134,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,train,person,0171_20231023_055134,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,train,motorcycle,0171_20231023_055134,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0144,train,person,0172_20231023_055403,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,train,bicycle,0172_20231023_055403,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,train,person,0172_20231023_055403,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,train,person,0173_20231023_055539,1,person,3.367,0,0,1330,person,76,0,3.367,7.321,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0145,train,person,0173_20231023_055539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,train,person,0173_20231023_055539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,train,person,0173_20231023_055539,1,person,3.367,0,0,1328,person,76,0,3.367,7.321,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,train,bicycle,0173_20231023_055539,1,scooter,24.717,0,0,1336,scooter,26,0,24.717,32.771,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,train,person,0173_20231023_055539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,train,person,0173_20231023_055539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,train,person,0173_20231023_055539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,train,scooter,0173_20231023_055539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,train,scooter,0173_20231023_055539,1,bicycle,24.717,0,0,1331,bicycle,26,0,24.717,32.771,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,train,bicycle,0174_20231023_055749,2,person,2.011,80,1,1341,person,124,80,2.011,4.376,49.44,1338,person,5,0,46.371,46.502,1.6,,,,,,,,,,,,,,,,,,,,,
1338,train,person,0174_20231023_055749,1,bicycle,46.371,0,0,1337,bicycle,5,0,46.371,46.502,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,train,person,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,train,bicycle,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,train,person,0174_20231023_055749,1,bicycle,2.011,80,1,1337,bicycle,124,80,2.011,4.376,49.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,train,person,0174_20231023_055749,1,person,22.455,0,0,1344,person,59,0,22.455,29.948,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,train,person,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,train,person,0174_20231023_055749,1,person,22.455,0,0,1342,person,59,0,22.455,29.948,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,train,person,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,train,person,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,train,bicycle,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,train,person,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,train,person,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,train,bicycle,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0146,train,bicycle,0174_20231023_055749,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0147,train,person,0175_20231023_060538,1,person,6.147,0,0,1353,person,93,0,6.147,21.223,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,train,person,0175_20231023_060538,1,bicycle,14.914,0,0,1352,bicycle,81,0,14.914,19.141,32.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,train,bicycle,0175_20231023_060538,1,person,14.914,0,0,1351,person,81,0,14.914,19.141,32.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,train,person,0175_20231023_060538,1,person,6.147,0,0,0147,person,93,0,6.147,21.223,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,train,person,0175_20231023_060538,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0148,train,bicycle,0175_20231023_060538,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,train,motorcycle,0175_20231023_060538,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,train,person,0175_20231023_060538,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,train,motorcycle,0175_20231023_060538,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0149,train,motorcycle,0175_20231023_060538,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,train,person,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,train,person,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0150,train,person,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0151,train,person,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,train,bicycle,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0152,train,person,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,train,bicycle,0176_20231023_060842,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,train,person,0177_20231023_061222,1,person,20.903,0,0,1363,person,128,0,20.903,31.11,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,train,person,0177_20231023_061222,1,person,20.903,0,0,1362,person,128,0,20.903,31.11,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,train,person,0177_20231023_061222,1,person,15.067,0,0,1365,person,52,0,15.067,19.239,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,train,person,0177_20231023_061222,1,person,15.067,0,0,1364,person,52,0,15.067,19.239,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,train,person,0177_20231023_061222,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,train,bicycle,0177_20231023_061222,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,train,person,0177_20231023_061222,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,train,bicycle,0177_20231023_061222,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,train,motorcycle,0177_20231023_061222,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,train,person,0178_20231023_101814,3,person,10.121,0,0,1376,person,49,0,10.121,13.857,19.24,1374,person,71,0,10.817,14.831,28.0,1372,person,196,0,10.888,15.07,78.24,,,,,,,,,,,,,,
1372,train,person,0178_20231023_101814,3,person,0.028,47,2,1376,person,49,39,0.028,2.393,19.24,1374,person,71,8,1.03,10.887,28.0,1371,person,196,0,10.888,15.07,78.24,,,,,,,,,,,,,,
0153,train,person,0178_20231023_101814,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,train,person,0178_20231023_101814,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0154,train,stroller,0178_20231023_101814,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,train,person,0178_20231023_101814,3,person,0.133,28,2,1376,person,49,20,0.133,7.837,19.24,1372,person,71,8,1.03,10.887,28.0,1371,person,71,0,10.817,14.831,28.0,,,,,,,,,,,,,,
1375,train,person,0178_20231023_101814,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,train,person,0178_20231023_101814,3,person,0.028,59,2,1372,person,49,39,0.028,2.393,19.24,1374,person,49,20,0.133,7.837,19.24,1371,person,49,0,10.121,13.857,19.24,,,,,,,,,,,,,,
1377,train,person,0178_20231023_101814,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,train,person,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,train,person,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,train,bicycle,0179_20231023_102123,1,scooter,18.751,0,0,1381,scooter,43,0,18.751,28.49,17.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,train,scooter,0179_20231023_102123,2,"bicycle,person",13.659,0,0,1383,person,34,0,13.659,16.167,13.44,1380,bicycle,43,0,18.751,28.49,17.12,,,,,,,,,,,,,,,,,,,,,
1382,train,person,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,train,person,0179_20231023_102123,1,scooter,13.659,0,0,1381,scooter,34,0,13.659,16.167,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,train,bicycle,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,train,motorcycle,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,train,motorcycle,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,train,motorcycle,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,train,motorcycle,0179_20231023_102123,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,train,person,0180_20231023_102627,1,person,3.177,0,0,1391,person,77,0,3.177,17.248,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,train,person,0180_20231023_102627,2,person,1.368,6,1,1394,person,34,6,1.368,8.266,13.56,1395,person,10,0,19.991,20.166,3.6,,,,,,,,,,,,,,,,,,,,,
1391,train,person,0180_20231023_102627,1,person,3.177,0,0,1389,person,77,0,3.177,17.248,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,train,person,0180_20231023_102627,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,train,person,0180_20231023_102627,1,person,15.888,0,0,1396,person,29,0,15.888,18.384,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,train,person,0180_20231023_102627,2,person,1.368,6,1,1390,person,34,6,1.368,8.266,13.56,1395,person,21,0,16.361,19.198,8.0,,,,,,,,,,,,,,,,,,,,,
1395,train,person,0180_20231023_102627,2,person,16.361,0,0,1394,person,21,0,16.361,19.198,8.0,1390,person,10,0,19.991,20.166,3.6,,,,,,,,,,,,,,,,,,,,,
0155,train,person,0180_20231023_102627,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0156,train,person,0180_20231023_102627,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,train,person,0180_20231023_102627,1,person,15.888,0,0,1393,person,29,0,15.888,18.384,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,train,bicycle,0180_20231023_102627,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,train,person,0181_20231023_103923,1,person,0.366,61,1,1401,person,119,61,0.366,2.622,47.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,train,person,0181_20231023_103923,1,bicycle,1.463,3,1,1408,bicycle,36,3,1.463,15.757,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,train,person,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0157,train,person,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,train,person,0181_20231023_103923,1,person,0.366,61,1,1398,person,119,61,0.366,2.622,47.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0158,train,person,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,train,person,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,train,person,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,train,person,0181_20231023_103923,1,person,13.867,0,0,1405,person,43,0,13.867,25.136,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,train,person,0181_20231023_103923,1,person,13.867,0,0,1404,person,43,0,13.867,25.136,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,train,bicycle,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,train,person,0181_20231023_103923,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
