traj_id,split,class_name,seq_folder,total_interactions,interactions_with_vrus,interactions_with_vehicles,n_vru_coexisting,n_vru_close,min_dist_vru,n_frames_below_3m_vru,vru_classes_nearby,n_vehicle_coexisting,n_vehicle_close,min_dist_vehicle,n_frames_below_3m_veh,closest_agent_id,closest_agent_type,closest_agent_class,closest_agent_dist,closest_agent_common_ts
1297,train,bicycle,0167_20231023_053654,4,0,4,0,0,-1,0,,4,0,4.057,0,1065,vehicle,car,4.057,14
1298,train,bicycle,0167_20231023_053654,3,0,3,0,0,-1,0,,3,0,4.879,0,1047,vehicle,truck,4.879,15
1299,train,bicycle,0167_20231023_053654,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1300,train,person,0168_20231023_054534,6,0,6,0,0,-1,0,,6,0,8.997,0,1074,vehicle,car,8.997,104
1301,train,person,0168_20231023_054534,2,0,2,0,0,-1,0,,2,0,18.523,0,1052,vehicle,car,18.523,21
0138,train,person,0169_20231023_054710,5,0,5,0,0,-1,0,,5,0,7.169,0,1008,vehicle,car,7.169,11
1302,train,person,0169_20231023_054710,4,1,3,1,0,19.861,0,person,3,0,4.673,0,1047,vehicle,car,4.673,25
1303,train,person,0169_20231023_054710,9,0,9,0,0,-1,0,,9,0,5.896,0,1054,vehicle,car,5.896,48
1304,train,person,0169_20231023_054710,2,0,2,0,0,-1,0,,2,0,15.644,0,1057,vehicle,car,15.644,45
1305,train,person,0169_20231023_054710,4,2,2,2,0,18.572,0,"bicycle,person",2,0,4.475,0,1007,vehicle,car,4.475,10
1306,train,person,0169_20231023_054710,1,1,0,1,1,0.333,7,person,0,0,-1,0,009,vru,person,0.333,17
1307,train,bicycle,0169_20231023_054710,2,1,1,1,0,18.572,0,person,1,0,15.307,0,1005,vehicle,car,15.307,2
1308,train,person,0169_20231023_054710,4,0,4,0,0,-1,0,,4,0,9.836,0,1036,vehicle,truck,9.836,9
1309,train,person,0169_20231023_054710,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1310,train,person,0169_20231023_054710,1,1,0,1,1,0.333,7,person,0,0,-1,0,005,vru,person,0.333,17
1311,train,scooter,0170_20231023_054844,11,4,7,4,0,21.918,0,person,7,0,5.74,0,1029,vehicle,car,5.74,23
1312,train,person,0170_20231023_054844,5,2,3,2,0,21.918,0,"person,scooter",3,0,7.488,0,1029,vehicle,car,7.488,36
1313,train,person,0170_20231023_054844,5,1,4,1,0,21.259,0,bicycle,4,0,7.545,0,1008,vehicle,car,7.545,12
1314,train,person,0170_20231023_054844,1,0,1,0,0,-1,0,,1,0,27.196,0,1087,vehicle,car,27.196,90
1315,train,person,0170_20231023_054844,6,0,6,0,0,-1,0,,6,0,7.055,0,1051,vehicle,car,7.055,15
0139,train,bicycle,0170_20231023_054844,3,0,3,0,0,-1,0,,3,0,6.142,0,1035,vehicle,car,6.142,38
1316,train,person,0170_20231023_054844,4,0,4,0,0,-1,0,,4,0,3.81,0,1059,vehicle,car,3.81,32
1317,train,person,0170_20231023_054844,4,2,2,2,0,29.742,0,"person,scooter",2,0,12.953,0,1032,vehicle,car,12.953,20
0140,train,bicycle,0170_20231023_054844,1,0,1,0,0,-1,0,,1,0,12.743,0,1045,vehicle,car,12.743,12
0141,train,person,0170_20231023_054844,2,0,2,0,0,-1,0,,2,0,15.637,0,1055,vehicle,car,15.637,4
1318,train,person,0170_20231023_054844,5,1,4,1,0,21.95,0,scooter,4,0,5.718,0,1062,vehicle,car,5.718,9
0142,train,person,0170_20231023_054844,4,1,3,1,0,23.709,0,scooter,3,0,6.11,0,1058,vehicle,car,6.11,22
0143,train,scooter,0170_20231023_054844,2,0,2,0,0,-1,0,,2,0,5.533,0,1017,vehicle,car,5.533,19
1319,train,bicycle,0170_20231023_054844,2,1,1,1,0,21.259,0,person,1,0,13.01,0,1012,vehicle,truck,13.01,13
1320,train,person,0171_20231023_055134,6,1,5,1,1,0.877,9,person,5,0,4.48,0,002,vru,person,0.877,75
1321,train,person,0171_20231023_055134,2,0,2,0,0,-1,0,,2,0,16.996,0,1024,vehicle,car,16.996,9
1322,train,person,0171_20231023_055134,4,1,3,1,1,0.877,9,person,3,0,5.217,0,000,vru,person,0.877,75
1323,train,bicycle,0171_20231023_055134,2,0,2,0,0,-1,0,,2,0,15.417,0,1011,vehicle,car,15.417,11
1324,train,person,0171_20231023_055134,1,0,1,0,0,-1,0,,1,0,7.303,0,1006,vehicle,car,7.303,12
1325,train,motorcycle,0171_20231023_055134,1,0,1,0,0,-1,0,,1,0,57.476,0,1029,vehicle,car,57.476,3
0144,train,person,0172_20231023_055403,7,0,7,0,0,-1,0,,7,0,3.235,0,1011,vehicle,car,3.235,14
1326,train,bicycle,0172_20231023_055403,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1327,train,person,0172_20231023_055403,1,0,1,0,0,-1,0,,1,0,36.49,0,1034,vehicle,truck,36.49,5
1328,train,person,0173_20231023_055539,6,1,5,1,0,3.367,0,person,5,0,5.259,0,003,vru,person,3.367,76
0145,train,person,0173_20231023_055539,3,0,3,0,0,-1,0,,3,0,8.78,0,1033,vehicle,car,8.78,14
1329,train,person,0173_20231023_055539,3,0,3,0,0,-1,0,,3,0,4.267,0,1021,vehicle,car,4.267,12
1330,train,person,0173_20231023_055539,6,1,5,1,0,3.367,0,person,5,0,9.2,0,000,vru,person,3.367,76
1331,train,bicycle,0173_20231023_055539,3,1,2,1,0,24.717,0,scooter,2,0,12.967,0,1043,vehicle,car,12.967,16
1332,train,person,0173_20231023_055539,2,0,2,0,0,-1,0,,2,0,18.785,0,1068,vehicle,car,18.785,15
1333,train,person,0173_20231023_055539,1,0,1,0,0,-1,0,,1,0,26.154,0,1008,vehicle,car,26.154,15
1334,train,person,0173_20231023_055539,2,0,2,0,0,-1,0,,2,0,35.664,0,1072,vehicle,car,35.664,32
1335,train,scooter,0173_20231023_055539,2,0,2,0,0,-1,0,,2,0,4.805,0,1055,vehicle,car,4.805,26
1336,train,scooter,0173_20231023_055539,3,1,2,1,0,24.717,0,bicycle,2,0,10.136,0,1067,vehicle,car,10.136,26
1337,train,bicycle,0174_20231023_055749,4,2,2,2,1,2.011,80,person,2,0,6.992,0,004,vru,person,2.011,124
1338,train,person,0174_20231023_055749,6,1,5,1,0,46.371,0,bicycle,5,0,6.797,0,1036,vehicle,car,6.797,12
1339,train,person,0174_20231023_055749,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1340,train,bicycle,0174_20231023_055749,5,0,5,0,0,-1,0,,5,0,9.319,0,1069,vehicle,car,9.319,74
1341,train,person,0174_20231023_055749,2,1,1,1,1,2.011,80,bicycle,1,0,24.818,0,000,vru,bicycle,2.011,124
1342,train,person,0174_20231023_055749,2,1,1,1,0,22.455,0,person,1,0,15.778,0,1005,vehicle,car,15.778,17
1343,train,person,0174_20231023_055749,3,0,3,0,0,-1,0,,3,0,12.193,0,1038,vehicle,car,12.193,18
1344,train,person,0174_20231023_055749,2,1,1,1,0,22.455,0,person,1,0,30.542,0,005,vru,person,22.455,59
1345,train,person,0174_20231023_055749,2,0,2,0,0,-1,0,,2,0,6.811,0,1050,vehicle,car,6.811,8
1346,train,person,0174_20231023_055749,3,0,3,0,0,-1,0,,3,0,4.451,0,1021,vehicle,car,4.451,14
1347,train,bicycle,0174_20231023_055749,2,0,2,0,0,-1,0,,2,0,16.208,0,1035,vehicle,car,16.208,33
1348,train,person,0174_20231023_055749,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1349,train,person,0174_20231023_055749,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1350,train,bicycle,0174_20231023_055749,2,0,2,0,0,-1,0,,2,1,1.013,2,1046,vehicle,car,1.013,13
0146,train,bicycle,0174_20231023_055749,2,0,2,0,0,-1,0,,2,0,7.932,0,1052,vehicle,car,7.932,4
0147,train,person,0175_20231023_060538,6,1,5,1,0,6.147,0,person,5,0,4.593,0,1007,vehicle,car,4.593,18
1351,train,person,0175_20231023_060538,4,1,3,1,0,14.914,0,bicycle,3,0,5.138,0,1010,vehicle,car,5.138,4
1352,train,bicycle,0175_20231023_060538,4,1,3,1,0,14.914,0,person,3,0,21.648,0,001,vru,person,14.914,81
1353,train,person,0175_20231023_060538,2,1,1,1,0,6.147,0,person,1,0,20.252,0,000,vru,person,6.147,93
1354,train,person,0175_20231023_060538,1,0,1,0,0,-1,0,,1,0,32.906,0,1021,vehicle,car,32.906,3
0148,train,bicycle,0175_20231023_060538,4,0,4,0,0,-1,0,,4,0,7.948,0,1033,vehicle,car,7.948,34
1355,train,motorcycle,0175_20231023_060538,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1356,train,person,0175_20231023_060538,3,0,3,0,0,-1,0,,3,0,20.182,0,1004,vehicle,car,20.182,8
1357,train,motorcycle,0175_20231023_060538,1,0,1,0,0,-1,0,,1,0,7.943,0,1053,vehicle,car,7.943,13
0149,train,motorcycle,0175_20231023_060538,1,0,1,0,0,-1,0,,1,0,4.991,0,1036,vehicle,car,4.991,13
1358,train,person,0176_20231023_060842,6,0,6,0,0,-1,0,,6,0,3.164,0,1016,vehicle,truck,3.164,20
1359,train,person,0176_20231023_060842,1,0,1,0,0,-1,0,,1,0,36.9,0,1009,vehicle,car,36.9,2
0150,train,person,0176_20231023_060842,4,0,4,0,0,-1,0,,4,0,4.762,0,1002,vehicle,car,4.762,10
0151,train,person,0176_20231023_060842,3,0,3,0,0,-1,0,,3,0,4.086,0,1058,vehicle,car,4.086,57
1360,train,bicycle,0176_20231023_060842,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0152,train,person,0176_20231023_060842,3,0,3,0,0,-1,0,,3,0,14.02,0,1062,vehicle,car,14.02,27
1361,train,bicycle,0176_20231023_060842,3,0,3,0,0,-1,0,,3,0,26.801,0,1049,vehicle,car,26.801,13
1362,train,person,0177_20231023_061222,7,1,6,1,0,20.903,0,person,6,0,3.639,0,1040,vehicle,car,3.639,16
1363,train,person,0177_20231023_061222,2,1,1,1,0,20.903,0,person,1,0,16.134,0,1009,vehicle,car,16.134,13
1364,train,person,0177_20231023_061222,4,1,3,1,0,15.067,0,person,3,0,5.238,0,1020,vehicle,car,5.238,14
1365,train,person,0177_20231023_061222,3,1,2,1,0,15.067,0,person,2,0,16.054,0,002,vru,person,15.067,52
1366,train,person,0177_20231023_061222,5,0,5,0,0,-1,0,,5,0,10.56,0,1053,vehicle,car,10.56,74
1367,train,bicycle,0177_20231023_061222,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1368,train,person,0177_20231023_061222,1,0,1,0,0,-1,0,,1,0,7.563,0,1032,vehicle,car,7.563,15
1369,train,bicycle,0177_20231023_061222,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1370,train,motorcycle,0177_20231023_061222,2,0,2,0,0,-1,0,,2,0,20.063,0,1015,vehicle,car,20.063,12
1371,train,person,0178_20231023_101814,15,3,12,3,0,10.121,0,person,12,0,6.787,0,1064,vehicle,car,6.787,91
1372,train,person,0178_20231023_101814,10,3,7,3,2,0.028,47,person,7,0,6.849,0,007,vru,person,0.028,49
0153,train,person,0178_20231023_101814,3,0,3,0,0,-1,0,,3,0,6.12,0,1019,vehicle,car,6.12,12
1373,train,person,0178_20231023_101814,2,0,2,0,0,-1,0,,2,0,7.949,0,1062,vehicle,car,7.949,20
0154,train,stroller,0178_20231023_101814,2,0,2,0,0,-1,0,,2,0,9.09,0,1068,vehicle,car,9.09,81
1374,train,person,0178_20231023_101814,6,3,3,3,2,0.133,28,person,3,0,17.015,0,007,vru,person,0.133,49
1375,train,person,0178_20231023_101814,1,0,1,0,0,-1,0,,1,0,23.797,0,1010,vehicle,car,23.797,4
1376,train,person,0178_20231023_101814,3,3,0,3,2,0.028,59,person,0,0,-1,0,001,vru,person,0.028,49
1377,train,person,0178_20231023_101814,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1378,train,person,0179_20231023_102123,3,0,3,0,0,-1,0,,3,0,24.416,0,1014,vehicle,car,24.416,12
1379,train,person,0179_20231023_102123,5,0,5,0,0,-1,0,,5,0,3.715,0,1020,vehicle,car,3.715,15
1380,train,bicycle,0179_20231023_102123,1,1,0,1,0,18.751,0,scooter,0,0,-1,0,003,vru,scooter,18.751,43
1381,train,scooter,0179_20231023_102123,4,2,2,2,0,13.659,0,"bicycle,person",2,0,10.862,0,1005,vehicle,car,10.862,9
1382,train,person,0179_20231023_102123,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1383,train,person,0179_20231023_102123,3,1,2,1,0,13.659,0,scooter,2,0,18.874,0,003,vru,scooter,13.659,34
1384,train,bicycle,0179_20231023_102123,1,0,1,0,0,-1,0,,1,0,19.931,0,1017,vehicle,car,19.931,14
1385,train,motorcycle,0179_20231023_102123,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1386,train,motorcycle,0179_20231023_102123,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1387,train,motorcycle,0179_20231023_102123,2,0,2,0,0,-1,0,,2,0,4.897,0,1011,vehicle,car,4.897,8
1388,train,motorcycle,0179_20231023_102123,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1389,train,person,0180_20231023_102627,9,1,8,1,0,3.177,0,person,8,0,3.115,0,1009,vehicle,car,3.115,14
1390,train,person,0180_20231023_102627,7,2,5,2,1,1.368,6,person,5,0,8.025,0,005,vru,person,1.368,34
1391,train,person,0180_20231023_102627,7,1,6,1,0,3.177,0,person,6,0,3.081,0,1099,vehicle,car,3.081,72
1392,train,person,0180_20231023_102627,4,0,4,0,0,-1,0,,4,0,4.344,0,1098,vehicle,car,4.344,12
1393,train,person,0180_20231023_102627,5,1,4,1,0,15.888,0,person,4,0,5.133,0,1031,vehicle,car,5.133,15
1394,train,person,0180_20231023_102627,2,2,0,2,1,1.368,6,person,0,0,-1,0,001,vru,person,1.368,34
1395,train,person,0180_20231023_102627,3,2,1,2,0,16.361,0,person,1,1,1.652,2,1054,vehicle,car,1.652,4
0155,train,person,0180_20231023_102627,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0156,train,person,0180_20231023_102627,1,0,1,0,0,-1,0,,1,0,26.038,0,1039,vehicle,car,26.038,11
1396,train,person,0180_20231023_102627,2,1,1,1,0,15.888,0,person,1,0,31.928,0,004,vru,person,15.888,29
1397,train,bicycle,0180_20231023_102627,2,0,2,0,0,-1,0,,2,0,8.876,0,1121,vehicle,car,8.876,17
1398,train,person,0181_20231023_103923,3,1,2,1,1,0.366,61,person,2,0,8.247,0,004,vru,person,0.366,119
1399,train,person,0181_20231023_103923,3,1,2,1,1,1.463,3,bicycle,2,0,21.601,0,012,vru,bicycle,1.463,36
1400,train,person,0181_20231023_103923,3,0,3,0,0,-1,0,,3,0,14.659,0,1004,vehicle,car,14.659,5
0157,train,person,0181_20231023_103923,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1401,train,person,0181_20231023_103923,1,1,0,1,1,0.366,61,person,0,0,-1,0,000,vru,person,0.366,119
0158,train,person,0181_20231023_103923,3,0,3,0,0,-1,0,,3,0,17.228,0,1071,vehicle,car,17.228,53
1402,train,person,0181_20231023_103923,1,0,1,0,0,-1,0,,1,0,31.615,0,1054,vehicle,car,31.615,3
1403,train,person,0181_20231023_103923,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1404,train,person,0181_20231023_103923,3,1,2,1,0,13.867,0,person,2,0,13.601,0,1008,vehicle,truck,13.601,11
1405,train,person,0181_20231023_103923,3,1,2,1,0,13.867,0,person,2,0,3.257,0,1008,vehicle,truck,3.257,11
1406,train,bicycle,0181_20231023_103923,1,0,1,0,0,-1,0,,1,0,10.581,0,1066,vehicle,car,10.581,12
1407,train,person,0181_20231023_103923,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1408,train,bicycle,0181_20231023_103923,2,1,1,1,1,1.463,3,person,1,0,61.485,0,001,vru,person,1.463,36
0159,train,person,0181_20231023_103923,2,0,2,0,0,-1,0,,2,0,27.516,0,1072,vehicle,car,27.516,31
1409,train,person,0181_20231023_103923,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0160,train,motorcycle,0181_20231023_103923,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1410,train,person,0182_20231023_104209,10,2,8,2,1,0.541,69,person,8,2,2.77,2,005,vru,person,0.541,69
1411,train,person,0182_20231023_104209,4,0,4,0,0,-1,0,,4,0,7.472,0,1071,vehicle,car,7.472,11
1412,train,person,0182_20231023_104209,9,3,6,3,2,0.297,108,person,6,0,6.412,0,004,vru,person,0.297,105
1413,train,person,0182_20231023_104209,4,3,1,3,1,1.643,3,person,1,0,24.571,0,002,vru,person,1.643,56
1414,train,person,0182_20231023_104209,9,3,6,3,1,0.297,105,person,6,0,6.508,0,002,vru,person,0.297,105
1415,train,person,0182_20231023_104209,4,1,3,1,1,0.541,69,person,3,1,2.834,1,000,vru,person,0.541,69
1416,train,person,0182_20231023_104209,5,2,3,2,1,1.141,16,"motorcycle,person",3,0,6.291,0,015,vru,person,1.141,16
1417,train,person,0182_20231023_104209,2,1,1,1,0,19.572,0,person,1,0,17.175,0,1013,vehicle,car,17.175,12
1418,train,person,0182_20231023_104209,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1419,train,person,0182_20231023_104209,1,0,1,0,0,-1,0,,1,0,25.499,0,1086,vehicle,car,25.499,34
1420,train,person,0182_20231023_104209,2,0,2,0,0,-1,0,,2,0,5.92,0,1014,vehicle,car,5.92,13
1421,train,person,0182_20231023_104209,1,0,1,0,0,-1,0,,1,0,23.231,0,1083,vehicle,car,23.231,34
1422,train,person,0182_20231023_104209,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1423,train,person,0182_20231023_104209,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1424,train,bicycle,0182_20231023_104209,2,0,2,0,0,-1,0,,2,0,19.542,0,1074,vehicle,car,19.542,11
1425,train,person,0182_20231023_104209,1,1,0,1,1,1.141,16,person,0,0,-1,0,006,vru,person,1.141,16
1426,train,person,0182_20231023_104209,3,3,0,3,0,39.97,0,person,0,0,-1,0,002,vru,person,39.97,23
1427,train,stroller,0182_20231023_104209,1,0,1,0,0,-1,0,,1,0,26.182,0,1024,vehicle,car,26.182,5
0161,train,motorcycle,0182_20231023_104209,4,1,3,1,0,15.436,0,person,3,0,9.514,0,1072,vehicle,car,9.514,5
1428,train,person,0183_20231023_104431,3,2,1,2,0,14.616,0,person,1,0,6.921,0,1025,vehicle,car,6.921,15
1429,train,person,0183_20231023_104431,3,2,1,2,0,20.419,0,person,1,0,13.627,0,1025,vehicle,car,13.627,15
1430,train,person,0183_20231023_104431,6,0,6,0,0,-1,0,,6,0,4.983,0,1005,vehicle,car,4.983,10
1431,train,person,0183_20231023_104431,7,0,7,0,0,-1,0,,7,0,4.959,0,1035,vehicle,car,4.959,16
1432,train,person,0183_20231023_104431,2,2,0,2,0,14.616,0,person,0,0,-1,0,000,vru,person,14.616,109
1433,train,person,0183_20231023_104431,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1434,train,person,0183_20231023_104431,2,0,2,0,0,-1,0,,2,0,13.606,0,1055,vehicle,car,13.606,13
1435,train,person,0183_20231023_104431,1,0,1,0,0,-1,0,,1,0,3.86,0,1059,vehicle,car,3.86,37
1436,train,motorcycle,0183_20231023_104431,1,0,1,0,0,-1,0,,1,0,22.33,0,1021,vehicle,car,22.33,22
0162,train,person,0183_20231023_104431,2,0,2,0,0,-1,0,,2,0,3.969,0,1055,vehicle,car,3.969,48
1437,train,person,0183_20231023_104431,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1438,train,person,0184_20231023_105026,3,2,1,2,0,14.362,0,person,1,0,6.762,0,1004,vehicle,car,6.762,12
1439,train,person,0184_20231023_105026,4,3,1,3,2,1.228,132,"bicycle,person",1,0,30.004,0,003,vru,person,1.228,85
1440,train,bicycle,0184_20231023_105026,4,3,1,3,0,10.93,0,person,1,0,31.164,0,001,vru,person,10.93,87
1441,train,person,0184_20231023_105026,4,3,1,3,2,0.694,132,"bicycle,person",1,0,27.011,0,006,vru,person,0.694,52
1442,train,person,0184_20231023_105026,2,2,0,2,1,2.521,3,person,0,0,-1,0,005,vru,person,2.521,49
1443,train,person,0184_20231023_105026,2,2,0,2,1,2.521,3,person,0,0,-1,0,004,vru,person,2.521,49
1444,train,person,0184_20231023_105026,3,3,0,3,2,0.694,104,"bicycle,person",0,0,-1,0,003,vru,person,0.694,52
1445,train,motorcycle,0184_20231023_105026,2,0,2,0,0,-1,0,,2,0,8.124,0,1036,vehicle,car,8.124,15
1446,train,person,0185_20231023_105144,4,0,4,0,0,-1,0,,4,0,8.753,0,1020,vehicle,car,8.753,19
1447,train,bicycle,0185_20231023_105144,3,1,2,1,0,16.056,0,person,2,0,9.392,0,1023,vehicle,truck,9.392,16
0163,train,person,0185_20231023_105144,3,0,3,0,0,-1,0,,3,0,5.489,0,1062,vehicle,car,5.489,28
1448,train,person,0185_20231023_105144,6,0,6,0,0,-1,0,,6,0,4.705,0,1029,vehicle,car,4.705,9
1449,train,person,0185_20231023_105144,6,0,6,0,0,-1,0,,6,0,7.101,0,1039,vehicle,car,7.101,14
1450,train,person,0185_20231023_105144,3,1,2,1,0,16.056,0,bicycle,2,0,11.185,0,1023,vehicle,truck,11.185,15
0164,train,person,0185_20231023_105144,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1451,train,scooter,0185_20231023_105144,2,0,2,0,0,-1,0,,2,0,27.925,0,1006,vehicle,car,27.925,9
1452,train,person,0185_20231023_105144,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1453,train,motorcycle,0185_20231023_105144,1,0,1,0,0,-1,0,,1,0,42.747,0,1004,vehicle,car,42.747,3
1454,train,person,0186_20231023_105352,3,0,3,0,0,-1,0,,3,0,6.871,0,1038,vehicle,car,6.871,19
1455,train,person,0186_20231023_105352,9,2,7,2,1,0.986,11,"bicycle,person",7,0,9.98,0,003,vru,person,0.986,85
1456,train,person,0186_20231023_105352,4,1,3,1,0,18.102,0,motorcycle,3,0,3.496,0,1064,vehicle,car,3.496,44
1457,train,person,0186_20231023_105352,7,1,6,1,1,0.986,11,person,6,0,8.579,0,001,vru,person,0.986,85
1458,train,person,0186_20231023_105352,4,1,3,1,0,7.249,0,person,3,0,7.744,0,014,vru,person,7.249,6
1459,train,person,0186_20231023_105352,9,2,7,2,1,0.208,77,person,7,0,6.404,0,007,vru,person,0.208,77
1460,train,person,0186_20231023_105352,9,2,7,2,0,9.036,0,person,7,0,8.193,0,1076,vehicle,truck,8.193,85
0165,train,person,0186_20231023_105352,9,2,7,2,1,0.208,77,person,7,0,6.463,0,005,vru,person,0.208,77
1461,train,person,0186_20231023_105352,6,0,6,0,0,-1,0,,6,0,3.502,0,1014,vehicle,car,3.502,15
1462,train,person,0186_20231023_105352,3,0,3,0,0,-1,0,,3,0,20.123,0,1029,vehicle,car,20.123,12
1463,train,person,0186_20231023_105352,2,0,2,0,0,-1,0,,2,0,4.553,0,1039,vehicle,car,4.553,22
1464,train,person,0186_20231023_105352,2,0,2,0,0,-1,0,,2,0,30.23,0,1049,vehicle,car,30.23,28
1465,train,person,0186_20231023_105352,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1466,train,person,0186_20231023_105352,3,1,2,1,0,20.643,0,person,2,0,19.602,0,1067,vehicle,car,19.602,24
1467,train,person,0186_20231023_105352,4,2,2,2,0,7.249,0,person,2,0,18.079,0,004,vru,person,7.249,6
1468,train,person,0186_20231023_105352,2,0,2,0,0,-1,0,,2,0,11.93,0,1050,vehicle,car,11.93,13
1469,train,person,0186_20231023_105352,2,0,2,0,0,-1,0,,2,0,15.494,0,1073,vehicle,truck,15.494,24
1470,train,person,0186_20231023_105352,1,0,1,0,0,-1,0,,1,0,22.47,0,1001,vehicle,car,22.47,8
1471,train,motorcycle,0186_20231023_105352,2,1,1,1,0,18.102,0,person,1,0,6.251,0,1043,vehicle,car,6.251,18
1472,train,bicycle,0186_20231023_105352,3,1,2,1,0,50.666,0,person,2,0,5.472,0,1071,vehicle,car,5.472,13
1473,train,bicycle,0186_20231023_105352,1,0,1,0,0,-1,0,,1,0,17.068,0,1053,vehicle,car,17.068,9
1474,train,bicycle,0187_20231023_105950,8,1,7,1,1,1.32,9,person,7,0,4.595,0,006,vru,person,1.32,81
1475,train,person,0187_20231023_105950,2,1,1,1,1,1.361,8,stroller,1,0,26.638,0,003,vru,stroller,1.361,64
0166,train,person,0187_20231023_105950,3,1,2,1,0,19.444,0,bicycle,2,0,4.026,0,1002,vehicle,car,4.026,13
1476,train,stroller,0187_20231023_105950,5,3,2,3,1,1.361,8,"motorcycle,person",2,0,7.834,0,001,vru,person,1.361,64
1477,train,person,0187_20231023_105950,4,1,3,1,1,1.894,5,person,3,0,9.324,0,011,vru,person,1.894,54
1478,train,person,0187_20231023_105950,3,1,2,1,0,7.826,0,motorcycle,2,0,13.33,0,023,vru,motorcycle,7.826,13
0167,train,person,0187_20231023_105950,5,1,4,1,1,1.32,9,bicycle,4,0,5.544,0,000,vru,bicycle,1.32,81
1479,train,person,0187_20231023_105950,3,1,2,1,0,18.35,0,bicycle,2,0,4.712,0,1060,vehicle,car,4.712,6
0168,train,person,0187_20231023_105950,2,1,1,1,0,47.358,0,person,1,0,7.76,0,1081,vehicle,car,7.76,75
1480,train,person,0187_20231023_105950,1,0,1,0,0,-1,0,,1,0,46.797,0,1047,vehicle,car,46.797,8
0169,train,person,0187_20231023_105950,2,0,2,0,0,-1,0,,2,0,14.451,0,1073,vehicle,car,14.451,8
1481,train,person,0187_20231023_105950,1,1,0,1,1,1.894,5,person,0,0,-1,0,004,vru,person,1.894,54
1482,train,bicycle,0187_20231023_105950,3,1,2,1,0,18.35,0,person,2,0,13.725,0,1060,vehicle,car,13.725,6
1483,train,bicycle,0187_20231023_105950,1,0,1,0,0,-1,0,,1,0,25.158,0,1061,vehicle,car,25.158,10
1484,train,bicycle,0187_20231023_105950,1,1,0,1,0,19.444,0,person,0,0,-1,0,002,vru,person,19.444,35
1485,train,person,0187_20231023_105950,1,0,1,0,0,-1,0,,1,0,14.008,0,1078,vehicle,car,14.008,12
1486,train,person,0187_20231023_105950,2,1,1,1,0,47.358,0,person,1,0,21.91,0,1081,vehicle,car,21.91,17
1487,train,bicycle,0187_20231023_105950,4,0,4,0,0,-1,0,,4,0,9.265,0,1056,vehicle,car,9.265,14
0170,train,person,0187_20231023_105950,3,0,3,0,0,-1,0,,3,0,33.361,0,1036,vehicle,car,33.361,10
1488,train,person,0187_20231023_105950,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0171,train,person,0187_20231023_105950,2,1,1,1,0,20.707,0,stroller,1,0,16.321,0,1077,vehicle,car,16.321,7
1489,train,bicycle,0187_20231023_105950,2,0,2,0,0,-1,0,,2,0,5.122,0,1049,vehicle,car,5.122,19
1490,train,bicycle,0187_20231023_105950,3,0,3,0,0,-1,0,,3,0,17.525,0,1054,vehicle,car,17.525,14
1491,train,motorcycle,0187_20231023_105950,2,1,1,1,0,7.826,0,person,1,0,9.414,0,005,vru,person,7.826,13
1492,train,motorcycle,0187_20231023_105950,1,1,0,1,0,13.062,0,stroller,0,0,-1,0,003,vru,stroller,13.062,10
1493,train,person,0188_20231023_110247,10,4,6,4,1,0.852,13,"motorcycle,person,stroller",6,0,4.476,0,003,vru,stroller,0.852,88
1494,train,person,0188_20231023_110247,9,4,5,4,1,2.267,5,"motorcycle,person,stroller",5,1,2.456,2,007,vru,person,2.267,39
