sample_id,scene_path,timestamp,target_x,target_y,displacement,avg_speed,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,nearest_dist,n_neighbors
575,0069_20230824_114554,1692877579280002,0.0,0.0,5.071031,1.014206,1,1,1,0,3,0,1,1,10.94135,10
578,0070_20230824_115509,1692878135840008,0.0,0.0,6.249557,1.249911,1,1,1,0,3,0,1,1,16.88196,7
579,0070_20230824_115509,1692878163119996,0.0,0.0,7.417443,1.483489,2,1,2,2,1,1,0,1,4.917619,5
583,0071_20230824_115734,1692878291119996,0.0,0.0,1.435759,0.287152,1,1,1,0,3,0,1,1,0.412792,4
584,0071_20230824_115734,1692878285359990,0.0,0.0,0.095545,0.019109,1,1,1,0,3,0,1,0,0.357614,5
585,0071_20230824_115734,1692878282720011,0.0,0.0,0.216873,0.043375,2,1,2,2,1,1,0,0,15.694581,5
588,0072_20230824_120013,1692878460079987,0.0,0.0,0.776935,0.155387,2,1,2,2,1,1,0,1,5.445224,3
589,0072_20230824_120013,1692878472440008,0.0,0.0,1.724846,0.344969,1,1,1,0,3,0,1,1,19.707776,4
591,0074_20230824_141451,1692886500239993,0.0,0.0,0.024486,0.004897,1,2,1,1,2,1,0,0,17.47188,4
595,0075_20230824_141526,1692886581079987,0.0,0.0,0.021269,0.004254,1,1,1,0,3,0,1,0,4.490587,5
596,0075_20230824_141526,1692886547160005,0.0,0.0,7.169763,1.433953,2,1,2,2,1,1,0,1,0.909993,12
597,0075_20230824_141526,1692886544640023,0.0,0.0,5.975667,1.195133,2,1,2,2,1,1,0,1,2.567227,15
598,0075_20230824_141526,1692886543359990,0.0,0.0,5.881574,1.176315,2,1,2,2,1,1,0,1,0.568851,15
599,0075_20230824_141526,1692886542640023,0.0,0.0,7.311477,1.462295,2,1,2,2,1,1,0,1,0.474881,14
600,0075_20230824_141526,1692886631519996,0.0,0.0,7.955535,1.591107,2,1,2,2,1,1,0,1,16.030925,11
602,0075_20230824_141526,1692886541760020,0.0,0.0,6.09869,1.219738,2,1,2,2,1,1,0,1,0.538591,15
603,0075_20230824_141526,1692886634680002,0.0,0.0,2.069378,0.483496,2,1,2,2,1,1,0,1,23.698902,11
608,0076_20230824_142330,1692887022199984,0.0,0.0,16.473054,3.294611,2,1,1,1,2,1,0,1,1.182997,10
611,0077_20230824_142412,1692887109480017,0.0,0.0,0.011048,0.00221,2,1,2,2,1,1,0,0,7.240465,5
612,0077_20230824_142412,1692887076720011,0.0,0.0,6.757552,1.35151,2,1,2,2,1,1,0,1,0.214351,8
613,0077_20230824_142412,1692887121760020,0.0,0.0,7.423836,1.484767,1,1,1,0,3,0,1,1,8.969348,8
614,0077_20230824_142412,1692887151280002,0.0,0.0,5.965511,1.193102,1,1,2,1,2,1,0,1,25.722955,4
623,0078_20230824_143058,1692887492920026,0.0,0.0,6.937143,1.387429,1,2,1,1,2,1,0,1,2.760684,6
624,0078_20230824_143058,1692887488560005,0.0,0.0,7.296725,1.459345,1,2,1,1,2,1,0,1,14.61336,2
628,0079_20230824_143252,1692887650239993,0.0,0.0,0.02122,0.004244,2,1,1,1,2,1,0,0,2.798135,6
629,0079_20230824_143252,1692887648320011,0.0,0.0,0.013468,0.002694,2,1,1,1,2,1,0,0,1.590982,8
630,0079_20230824_143252,1692887660800029,0.0,0.0,0.03644,0.007288,1,1,1,0,3,0,1,0,1.718396,7
631,0079_20230824_143252,1692887613880017,0.0,0.0,0.052024,0.010405,2,1,2,2,1,1,0,0,2.208665,15
632,0079_20230824_143252,1692887615480017,0.0,0.0,0.987396,0.197479,2,1,2,2,1,1,0,1,2.345477,15
633,0079_20230824_143252,1692887633079987,0.0,0.0,0.112679,0.022536,2,1,2,2,1,1,0,0,8.045091,13
634,0079_20230824_143252,1692887584519996,0.0,0.0,6.090818,1.218164,1,1,1,0,3,0,1,1,8.737579,6
635,0079_20230824_143252,1692887625560005,0.0,0.0,0.463479,0.092696,2,1,2,2,1,1,0,0,2.438606,13
636,0079_20230824_143252,1692887687160005,0.0,0.0,0.126233,0.025247,1,1,1,0,3,0,1,0,7.203012,5
638,0079_20230824_143252,1692887663600014,0.0,0.0,0.047672,0.009534,1,1,1,0,3,0,1,0,20.044478,7
639,0079_20230824_143252,1692887679480017,0.0,0.0,12.249773,2.449955,1,1,1,0,3,0,1,1,1.069605,7
640,0079_20230824_143252,1692887689359990,0.0,0.0,5.975707,1.276864,1,1,1,0,3,0,1,1,20.771553,4
644,0080_20230824_143512,1692887730399999,0.0,0.0,0.025052,0.00501,2,1,2,2,1,1,0,0,1.564496,10
645,0080_20230824_143512,1692887729640023,0.0,0.0,8.520186,1.704037,2,1,2,2,1,1,0,1,0.94042,8
646,0080_20230824_143512,1692887727720011,0.0,0.0,7.095689,1.419138,2,1,2,2,1,1,0,1,5.282618,7
647,0080_20230824_143512,1692887720280002,0.0,0.0,0.3567,0.07134,2,1,2,2,1,1,0,0,23.315196,11
650,0081_20230824_143943,1692888033960035,0.0,0.0,0.139116,0.027823,1,1,2,1,2,1,0,0,13.205441,5
652,0081_20230824_143943,1692888002160005,0.0,0.0,7.959836,1.591967,2,1,2,2,1,1,0,1,7.944177,3
654,0082_20230824_144648,1692888440239993,0.0,0.0,0.043438,0.008688,2,1,2,2,1,1,0,0,9.218746,4
655,0082_20230824_144648,1692888422920026,0.0,0.0,0.12098,0.024196,2,1,2,2,1,1,0,0,22.587752,10
656,0082_20230824_144648,1692888463399999,0.0,0.0,0.383601,0.07672,1,1,1,0,3,0,1,0,24.427,5
660,0083_20230824_145206,1692888745800029,0.0,0.0,6.511551,1.30231,1,2,1,1,2,1,0,1,2.347139,4
661,0083_20230824_145206,1692888751079987,0.0,0.0,9.049994,1.809999,1,2,1,1,2,1,0,1,1.520672,6
662,0083_20230824_145206,1692888736840008,0.0,0.0,8.563397,1.712679,1,1,1,0,3,0,1,1,5.06631,6
667,0084_20230824_145407,1692888891039978,0.0,0.0,5.371955,1.074391,2,1,2,2,1,1,0,1,12.510755,7
668,0084_20230824_145407,1692888870079987,0.0,0.0,6.467913,1.293583,2,1,2,2,1,1,0,1,0.697758,10
669,0084_20230824_145407,1692888864039978,0.0,0.0,0.428059,0.085612,2,1,2,2,1,1,0,0,0.570673,10
670,0084_20230824_145407,1692888852840008,0.0,0.0,7.238561,1.447712,1,1,2,1,2,1,0,1,13.727782,6
673,0085_20230824_145733,1692889082640023,0.0,0.0,0.007447,0.001489,2,1,2,2,1,1,0,0,16.820699,8
674,0085_20230824_145733,1692889091560005,0.0,0.0,5.330635,1.066127,2,1,2,2,1,1,0,1,0.642199,9
682,0086_20230824_150233,1692889391160005,0.0,0.0,1.006307,0.201261,1,1,1,0,3,0,1,1,14.982979,6
684,0086_20230824_150233,1692889419280002,0.0,0.0,7.089866,1.417973,2,1,2,2,1,1,0,1,0.733682,15
685,0086_20230824_150233,1692889367239993,0.0,0.0,6.305638,1.261128,1,1,1,0,3,0,1,1,1.036102,7
686,0086_20230824_150233,1692889412399999,0.0,0.0,6.590031,1.318006,2,1,2,2,1,1,0,1,3.643815,13
687,0086_20230824_150233,1692889361079987,0.0,0.0,1.849065,0.369813,2,1,2,2,1,1,0,1,23.458169,9
689,0086_20230824_150233,1692889375239993,0.0,0.0,0.739222,0.147844,1,2,1,1,2,1,0,1,25.480985,7
691,0086_20230824_150233,1692889363880017,0.0,0.0,6.209786,1.241957,1,1,1,0,3,0,1,1,0.585551,8
692,0086_20230824_150233,1692889392920026,0.0,0.0,6.242649,1.311488,1,1,1,0,3,0,1,1,4.04009,5
697,0087_20230824_150412,1692889480399999,0.0,0.0,7.430508,1.486102,1,1,1,0,3,0,1,1,0.670106,7
699,0087_20230824_150412,1692889482280002,0.0,0.0,7.229132,1.445826,1,1,1,0,3,0,1,1,0.651624,7
700,0088_20230824_150626,1692889629359990,0.0,0.0,0.008611,0.001722,2,1,1,1,2,1,0,0,10.94454,6
701,0088_20230824_150626,1692889625280002,0.0,0.0,0.005792,0.001158,2,1,1,1,2,1,0,0,10.635552,7
706,0089_20230824_150838,1692889753800029,0.0,0.0,0.38561,0.077122,1,1,1,0,3,0,1,0,1.835836,7
707,0089_20230824_150838,1692889762960035,0.0,0.0,0.050867,0.010173,1,1,2,1,2,1,0,0,0.472619,7
708,0089_20230824_150838,1692889747760020,0.0,0.0,3.159593,0.631919,1,2,1,1,2,1,0,1,2.774024,9
709,0089_20230824_150838,1692889763480017,0.0,0.0,0.036582,0.007316,1,1,2,1,2,1,0,0,0.478482,7
710,0089_20230824_150838,1692889732760020,0.0,0.0,2.792512,0.558502,1,1,1,0,3,0,1,1,4.198009,10
716,0090_20230824_151030,1692889902519996,0.0,0.0,1.881064,0.376213,2,1,1,1,2,1,0,1,7.730997,11
717,0090_20230824_151030,1692889876239993,0.0,0.0,6.496314,1.299263,2,1,2,2,1,1,0,1,7.020684,7
718,0090_20230824_151030,1692889904000000,0.0,0.0,5.298315,1.059663,2,1,1,1,2,1,0,1,0.899604,11
719,0090_20230824_151030,1692889905840008,0.0,0.0,4.191521,0.838304,2,1,1,1,2,1,0,1,0.993747,12
720,0090_20230824_151030,1692889905880017,0.0,0.0,0.150346,0.030069,2,1,1,1,2,1,0,0,6.362784,12
722,0090_20230824_151030,1692889911480017,0.0,0.0,0.370529,0.074106,1,1,1,0,3,0,1,0,0.863416,11
723,0090_20230824_151030,1692889904280002,0.0,0.0,6.883942,1.376788,2,1,1,1,2,1,0,1,6.043991,11
724,0091_20230824_151258,1692890008880017,0.0,0.0,7.08847,1.417694,1,2,1,1,2,1,0,1,0.666693,14
725,0091_20230824_151258,1692890010359990,0.0,0.0,7.045268,1.409054,1,2,1,1,2,1,0,1,0.416077,12
726,0091_20230824_151258,1692890006760020,0.0,0.0,6.615265,1.323053,1,2,1,1,2,1,0,1,0.852595,13
727,0091_20230824_151258,1692890005359990,0.0,0.0,4.47161,0.894322,1,2,1,1,2,1,0,1,2.956679,14
728,0091_20230824_151258,1692889998160005,0.0,0.0,1.699137,0.339827,1,1,1,0,3,0,1,1,0.155543,14
729,0091_20230824_151258,1692889995560005,0.0,0.0,7.834685,1.566937,2,1,1,1,2,1,0,1,1.600152,13
730,0091_20230824_151258,1692889994119996,0.0,0.0,0.189922,0.037984,2,1,1,1,2,1,0,0,1.920464,13
731,0091_20230824_151258,1692889993359990,0.0,0.0,6.867055,1.373411,2,1,1,1,2,1,0,1,3.43984,13
732,0091_20230824_151258,1692889993399999,0.0,0.0,0.040453,0.008091,2,1,1,1,2,1,0,0,0.793475,13
733,0091_20230824_151258,1692890037600014,0.0,0.0,5.924046,1.184809,1,1,2,1,2,1,0,1,10.975055,11
734,0091_20230824_151258,1692890020480017,0.0,0.0,7.297478,1.459496,1,1,1,0,3,0,1,1,3.384333,11
735,0091_20230824_151258,1692890041199984,0.0,0.0,5.327616,1.256506,1,1,2,1,2,1,0,1,11.872386,10
736,0092_20230824_151421,1692890094920026,0.0,0.0,4.568113,0.913623,1,2,1,1,2,1,0,1,27.85675,4
737,0092_20230824_151421,1692890080519996,0.0,0.0,6.820554,1.364111,2,1,2,2,1,1,0,1,7.79465,1
738,0092_20230824_151421,1692890102359990,0.0,0.0,6.924164,1.384833,1,2,1,1,2,1,0,1,0.546015,5
739,0092_20230824_151421,1692890102199984,0.0,0.0,6.46481,1.292962,1,2,1,1,2,1,0,1,0.550453,5
740,0092_20230824_151421,1692890107840008,0.0,0.0,7.193949,1.43879,1,2,1,1,2,1,0,1,0.469174,7
742,0093_20230824_151722,1692890300000000,0.0,0.0,3.013015,0.602603,1,1,2,1,2,1,0,1,19.442432,4
743,0093_20230824_151722,1692890292280002,0.0,0.0,5.31278,1.062556,1,1,1,0,3,0,1,1,4.941229,4
745,0093_20230824_151722,1692890255519996,0.0,0.0,8.288622,1.657724,2,1,1,1,2,1,0,1,5.367133,5
746,0093_20230824_151722,1692890301320011,0.0,0.0,6.176969,1.235394,1,1,2,1,2,1,0,1,5.336739,4
747,0093_20230824_151722,1692890260320011,0.0,0.0,4.502442,0.900488,2,1,1,1,2,1,0,1,1.582748,8
749,0093_20230824_151722,1692890315280002,0.0,0.0,2.878528,0.575706,2,1,2,2,1,1,0,1,13.000473,9
753,0094_20230824_152024,1692890450640023,0.0,0.0,0.379896,0.075979,1,1,1,0,3,0,1,0,0.556056,7
755,0094_20230824_152024,1692890438840008,0.0,0.0,7.331131,1.466226,2,1,2,2,1,1,0,1,9.179735,8
761,0095_20230824_152228,1692890577960035,0.0,0.0,6.945029,1.389006,2,1,2,2,1,1,0,1,9.98908,11
763,0095_20230824_152228,1692890612680002,0.0,0.0,5.839442,1.167888,2,1,2,2,1,1,0,1,24.654803,4
764,0095_20230824_152228,1692890589600014,0.0,0.0,6.99136,1.398272,2,1,2,2,1,1,0,1,0.233887,6
767,0096_20230824_152618,1692890809960035,0.0,0.0,0.305339,0.061068,1,1,1,0,3,0,1,0,9.380653,4
768,0097_20230824_153244,1692891199720011,0.0,0.0,0.193167,0.038633,1,1,1,0,3,0,1,0,1.913096,8
769,0097_20230824_153244,1692891224640023,0.0,0.0,7.542318,1.508464,2,1,2,2,1,1,0,1,8.483222,12
772,0098_20230824_153647,1692891436600014,0.0,0.0,0.049078,0.009816,1,1,1,0,3,0,1,0,3.754248,2
774,0098_20230824_153647,1692891417239993,0.0,0.0,6.163133,1.232627,2,1,2,2,1,1,0,1,16.480454,6
775,0099_20230824_153922,1692891597960035,0.0,0.0,6.082803,1.216561,2,1,2,2,1,1,0,1,0.518134,5
776,0099_20230824_153922,1692891604399999,0.0,0.0,6.197657,1.239531,2,1,2,2,1,1,0,1,0.280104,1
777,0099_20230824_153922,1692891578640023,0.0,0.0,8.379625,1.675925,2,1,2,2,1,1,0,1,9.404813,9
778,0099_20230824_153922,1692891570880017,0.0,0.0,6.17285,1.23457,2,1,2,2,1,1,0,1,13.087896,9
780,0100_20230523_092906,1684834175640023,0.0,0.0,0.717547,0.143509,1,1,1,0,3,0,1,1,5.390549,7
781,0100_20230523_092906,1684834211079987,0.0,0.0,0.001923,0.000385,1,1,2,1,2,1,0,0,0.593608,11
782,0100_20230523_092906,1684834195600014,0.0,0.0,8.153606,1.630721,1,2,1,1,2,1,0,1,0.752553,15
785,0100_20230523_092906,1684834179480017,0.0,0.0,7.009298,1.40186,1,1,1,0,3,0,1,1,14.243807,5
786,0101_20230523_093523,1684834549760020,0.0,0.0,7.201876,1.440375,1,2,1,1,2,1,0,1,2.287178,11
787,0101_20230523_093523,1684834545160005,0.0,0.0,5.746783,1.149357,1,2,1,1,2,1,0,1,11.29369,10
788,0101_20230523_093523,1684834560600014,0.0,0.0,8.752025,1.750405,1,1,1,0,3,0,1,1,5.866801,10
789,0101_20230523_093523,1684834540280002,0.0,0.0,7.038821,1.407764,1,1,1,0,3,0,1,1,6.776535,12
790,0101_20230523_093523,1684834558160005,0.0,0.0,6.267284,1.253457,1,1,1,0,3,0,1,1,5.537128,12
791,0101_20230523_093523,1684834569039978,0.0,0.0,6.775512,1.447749,1,1,2,1,2,1,0,1,2.093095,11
793,0102_20230525_072238,1684999442560005,0.0,0.0,0.044493,0.008899,1,1,2,1,2,1,0,0,3.164431,8
794,0102_20230525_072238,1684999405119996,0.0,0.0,6.757519,1.351504,2,1,1,1,2,1,0,1,10.826409,5
796,0102_20230525_072238,1684999448239993,0.0,0.0,4.064925,0.812985,1,1,2,1,2,1,0,1,6.169214,10
797,0102_20230525_072238,1684999381119996,0.0,0.0,7.64995,1.52999,2,1,2,2,1,1,0,1,8.363447,10
800,0103_20230526_054435,1685079921360035,0.0,0.0,0.459014,0.091803,2,1,2,2,1,1,0,0,7.874531,14
802,0103_20230526_054435,1685079923520035,0.0,0.0,5.977676,1.195535,2,1,2,2,1,1,0,1,4.621283,13
807,0104_20230720_111734,1689851875920026,0.0,0.0,6.158517,1.231703,1,1,1,0,3,0,1,1,5.217959,12
808,0104_20230720_111734,1689851882680002,0.0,0.0,7.873413,1.574683,1,1,1,0,3,0,1,1,5.559918,8
809,0104_20230720_111734,1689851868119996,0.0,0.0,8.039478,1.607896,1,2,1,1,2,1,0,1,3.619574,9
811,0105_20230907_093826,1694079530920026,0.0,0.0,5.092966,1.018593,1,1,1,0,3,0,1,1,1.027541,9
812,0105_20230907_093826,1694079529039978,0.0,0.0,4.557272,0.911454,1,1,1,0,3,0,1,1,0.961517,9
813,0105_20230907_093826,1694079530359990,0.0,0.0,4.614379,0.922876,1,1,1,0,3,0,1,1,1.023834,9
814,0105_20230907_093826,1694079533640023,0.0,0.0,6.588029,1.317606,1,1,1,0,3,0,1,1,3.435298,9
815,0105_20230907_093826,1694079524920026,0.0,0.0,6.323612,1.264722,1,2,1,1,2,1,0,1,2.957468,12
817,0105_20230907_093826,1694079536840008,0.0,0.0,0.193372,0.038674,1,1,1,0,3,0,1,0,24.178284,8
818,0106_20230907_094109,1694079693160005,0.0,0.0,1.239427,0.247885,1,1,1,0,3,0,1,1,3.391298,5
820,0107_20230907_094835,1694080156840008,0.0,0.0,9.082484,1.816497,1,2,1,1,2,1,0,1,8.823527,5
821,0107_20230907_094835,1694080128560005,0.0,0.0,4.975839,0.995168,2,1,1,1,2,1,0,1,11.246764,4
822,0107_20230907_094835,1694080188840008,0.0,0.0,0.047558,0.009512,2,1,2,2,1,1,0,0,11.449857,9
823,0107_20230907_094835,1694080189560005,0.0,0.0,4.805155,0.961031,2,1,2,2,1,1,0,1,1.115098,9
825,0107_20230907_094835,1694080193840008,0.0,0.0,0.859518,0.171904,2,1,2,2,1,1,0,1,1.03952,10
827,0108_20230907_095021,1694080238840008,0.0,0.0,7.830174,1.566035,1,2,1,1,2,1,0,1,0.536232,9
828,0108_20230907_095021,1694080239560005,0.0,0.0,7.768797,1.553759,1,2,1,1,2,1,0,1,0.694153,9
830,0108_20230907_095021,1694080261880017,0.0,0.0,5.872158,1.174432,1,1,2,1,2,1,0,1,12.453629,7
831,0108_20230907_095021,1694080247280002,0.0,0.0,7.787417,1.557483,1,2,1,1,2,1,0,1,11.819741,10
832,0108_20230907_095021,1694080230560005,0.0,0.0,7.785167,1.557033,1,1,1,0,3,0,1,1,5.760944,7
833,0108_20230907_095021,1694080253960035,0.0,0.0,3.886825,0.777365,1,1,1,0,3,0,1,1,16.692778,11
837,0109_20230907_095557,1694080626800029,0.0,0.0,5.225372,1.045074,1,1,1,0,3,0,1,1,0.575343,7
843,0110_20230907_100145,1694080989920026,0.0,0.0,0.032536,0.006507,2,1,2,2,1,1,0,0,5.095093,11
844,0110_20230907_100145,1694080922880017,0.0,0.0,5.510232,1.102046,2,1,2,2,1,1,0,1,8.723865,7
845,0110_20230907_100145,1694081000320011,0.0,0.0,5.679212,1.135842,2,1,2,2,1,1,0,1,12.854747,11
846,0110_20230907_100145,1694080914000000,0.0,0.0,4.805235,0.961047,2,1,2,2,1,1,0,1,5.051705,9
849,0111_20230907_100700,1694081241640023,0.0,0.0,5.501585,1.100317,1,1,1,0,3,0,1,1,0.146513,9
850,0111_20230907_100700,1694081239680002,0.0,0.0,6.443976,1.288795,1,2,1,1,2,1,0,1,1.70587,10
851,0111_20230907_100700,1694081239440008,0.0,0.0,6.518226,1.303645,1,2,1,1,2,1,0,1,0.331514,10
852,0111_20230907_100700,1694081261800029,0.0,0.0,5.983508,1.196702,1,1,2,1,2,1,0,1,7.881347,15
853,0111_20230907_100700,1694081289480017,0.0,0.0,5.451066,1.090213,2,1,2,2,1,1,0,1,13.244551,8
855,0111_20230907_100700,1694081224720011,0.0,0.0,5.160284,1.277295,1,1,1,0,3,0,1,1,6.154248,7
858,0112_20230907_101440,1694081696560005,0.0,0.0,6.362852,1.27257,1,1,1,0,3,0,1,1,8.599818,6
859,0112_20230907_101440,1694081725640023,0.0,0.0,1.908676,0.381735,2,1,2,2,1,1,0,1,2.076697,12
860,0112_20230907_101440,1694081731560005,0.0,0.0,2.171115,0.434223,2,1,2,2,1,1,0,1,1.287898,5
861,0112_20230907_101440,1694081727560005,0.0,0.0,3.027325,0.605465,2,1,2,2,1,1,0,1,2.787014,7
863,0113_20230907_101548,1694081775280002,0.0,0.0,7.124323,1.424865,1,2,1,1,2,1,0,1,0.757253,9
864,0113_20230907_101548,1694081770519996,0.0,0.0,7.049642,1.409928,1,2,1,1,2,1,0,1,1.082557,7
865,0113_20230907_101548,1694081767600014,0.0,0.0,4.473884,0.894777,1,2,1,1,2,1,0,1,10.461413,6
866,0113_20230907_101548,1694081767039978,0.0,0.0,2.86546,0.573092,1,2,1,1,2,1,0,1,0.982255,6
867,0113_20230907_101548,1694081787720011,0.0,0.0,0.319412,0.063882,1,1,1,0,3,0,1,0,23.097041,9
868,0113_20230907_101548,1694081762160005,0.0,0.0,8.370609,1.674122,1,1,1,0,3,0,1,1,6.382447,4
872,0114_20230907_150115,1694098995039978,0.0,0.0,5.399671,1.079934,1,1,2,1,2,1,0,1,7.405919,6
879,0115_20230907_150353,1694099063239993,0.0,0.0,1.148477,0.229695,1,1,1,0,3,0,1,1,11.657572,3
885,0117_20230907_150910,1694099457239993,0.0,0.0,0.124046,0.024809,1,1,2,1,2,1,0,0,12.299163,9
886,0117_20230907_150910,1694099466960035,0.0,0.0,7.740462,1.548092,2,1,2,2,1,1,0,1,0.662846,5
887,0117_20230907_150910,1694099379000000,0.0,0.0,0.342364,0.068473,2,1,2,2,1,1,0,0,7.161742,8
888,0117_20230907_150910,1694099473840008,0.0,0.0,0.382551,0.07651,2,1,2,2,1,1,0,0,4.240211,10
889,0117_20230907_150910,1694099417320011,0.0,0.0,3.403483,0.680697,1,1,1,0,3,0,1,1,8.521347,4
890,0117_20230907_150910,1694099421440008,0.0,0.0,0.13436,0.026872,1,1,1,0,3,0,1,0,10.100806,5
891,0117_20230907_150910,1694099406079987,0.0,0.0,5.688968,1.137794,2,1,1,1,2,1,0,1,4.164541,11
892,0117_20230907_150910,1694099393480017,0.0,0.0,6.158048,1.23161,2,1,2,2,1,1,0,1,3.695325,3
893,0117_20230907_150910,1694099461239993,0.0,0.0,0.592199,0.11844,2,1,2,2,1,1,0,1,0.591427,8
894,0117_20230907_150910,1694099362320011,0.0,0.0,6.070488,1.214098,1,1,2,1,2,1,0,1,2.850604,14
897,0117_20230907_150910,1694099387440008,0.0,0.0,6.186235,1.516239,2,1,2,2,1,1,0,1,4.788622,7
899,0118_20230907_151157,1694099533039978,0.0,0.0,5.400152,1.08003,1,1,1,0,3,0,1,1,8.000581,5
901,0118_20230907_151157,1694099558199984,0.0,0.0,3.918207,0.783641,2,1,2,2,1,1,0,1,15.840902,10
903,0118_20230907_151157,1694099522519996,0.0,0.0,6.789401,1.450731,1,2,1,1,2,1,0,1,10.366611,6
906,0119_20230907_151317,1694099613920026,0.0,0.0,4.881741,0.976348,1,1,1,0,3,0,1,1,6.694551,6
910,0120_20230907_151829,1694099982720011,0.0,0.0,1.348521,0.269704,1,1,1,0,3,0,1,1,12.822283,2
911,0120_20230907_151829,1694099935680002,0.0,0.0,7.849423,1.569885,2,1,2,2,1,1,0,1,4.847057,8
912,0120_20230907_151829,1694099923399999,0.0,0.0,7.412696,1.482539,2,1,2,2,1,1,0,1,10.154314,9
919,0121_20230907_152209,1694100202160005,0.0,0.0,5.478091,1.095618,2,1,2,2,1,1,0,1,0.770423,6
920,0121_20230907_152209,1694100179880017,0.0,0.0,7.677556,1.535511,2,1,2,2,1,1,0,1,0.455637,13
921,0121_20230907_152209,1694100171760020,0.0,0.0,6.742751,1.34855,1,1,2,1,2,1,0,1,1.840186,8
922,0121_20230907_152209,1694100214199984,0.0,0.0,8.515607,1.703121,2,1,2,2,1,1,0,1,5.229924,9
923,0121_20230907_152209,1694100183000000,0.0,0.0,7.728892,1.545778,2,1,2,2,1,1,0,1,0.262406,13
924,0121_20230907_152209,1694100206720011,0.0,0.0,5.705587,1.141117,2,1,2,2,1,1,0,1,0.615809,4
925,0121_20230907_152209,1694100219840008,0.0,0.0,6.109784,1.221957,2,1,2,2,1,1,0,1,5.600466,8
926,0121_20230907_152209,1694100180680002,0.0,0.0,7.099694,1.419939,2,1,2,2,1,1,0,1,0.135288,13
927,0121_20230907_152209,1694100173720011,0.0,0.0,6.892788,1.378558,1,1,2,1,2,1,0,1,0.162016,12
932,0122_20230907_152634,1694100415480017,0.0,0.0,4.973882,0.994776,1,2,1,1,2,1,0,1,2.934357,10
933,0122_20230907_152634,1694100411640023,0.0,0.0,7.441728,1.488346,1,1,1,0,3,0,1,1,0.30623,9
934,0122_20230907_152634,1694100448519996,0.0,0.0,0.023269,0.004654,1,1,2,1,2,1,0,0,5.098577,10
940,0123_20230907_152856,1694100585560005,0.0,0.0,0.02201,0.004402,2,1,2,2,1,1,0,0,7.059554,10
941,0123_20230907_152856,1694100612119996,0.0,0.0,0.15057,0.030114,1,1,1,0,3,0,1,0,0.169219,11
942,0123_20230907_152856,1694100559519996,0.0,0.0,3.846236,0.769247,2,1,2,2,1,1,0,1,5.715593,6
944,0123_20230907_152856,1694100616160005,0.0,0.0,0.066071,0.013214,1,1,1,0,3,0,1,0,0.124699,11
946,0123_20230907_152856,1694100630640023,0.0,0.0,6.205509,1.241102,1,1,2,1,2,1,0,1,2.388317,11
947,0123_20230907_152856,1694100553119996,0.0,0.0,2.902411,0.678133,2,1,2,2,1,1,0,1,1.303555,8
950,0124_20230907_153102,1694100675680002,0.0,0.0,7.597473,1.519495,2,1,1,1,2,1,0,1,18.234887,3
951,0124_20230907_153102,1694100715640023,0.0,0.0,6.810592,1.362118,1,1,2,1,2,1,0,1,6.070736,9
955,0125_20230907_153217,1694100772440008,0.0,0.0,0.946785,0.189357,1,1,1,0,3,0,1,1,16.33517,5
958,0126_20230907_153342,1694100884039978,0.0,0.0,7.104084,1.420817,1,1,2,1,2,1,0,1,2.062341,8
959,0126_20230907_153342,1694100885440008,0.0,0.0,1.183549,0.23671,1,1,2,1,2,1,0,1,8.295355,8
960,0126_20230907_153342,1694100852680002,0.0,0.0,6.62267,1.324534,2,1,1,1,2,1,0,1,5.912178,9
961,0126_20230907_153342,1694100846840008,0.0,0.0,2.516095,0.503219,2,1,1,1,2,1,0,1,9.330536,9
963,0126_20230907_153342,1694100827800029,0.0,0.0,2.603576,0.529184,2,1,2,2,1,1,0,1,15.997115,6
966,0127_20230907_153547,1694100984320011,0.0,0.0,0.037237,0.007447,1,1,2,1,2,1,0,0,14.534379,8
967,0127_20230907_153547,1694100975560005,0.0,0.0,6.421797,1.284359,1,1,1,0,3,0,1,1,17.720816,4
968,0127_20230907_153547,1694100975880017,0.0,0.0,6.32344,1.264688,1,1,1,0,3,0,1,1,2.092174,4
969,0127_20230907_153547,1694101003079987,0.0,0.0,0.2974,0.05948,2,1,2,2,1,1,0,0,4.826348,15
970,0127_20230907_153547,1694100954640023,0.0,0.0,6.442998,1.2886,1,2,1,1,2,1,0,1,6.51415,6
972,0128_20230911_133347,1694439289880017,0.0,0.0,0.084155,0.016831,1,1,1,0,3,0,1,0,12.234903,11
973,0128_20230911_133347,1694439315199984,0.0,0.0,0.033007,0.006601,2,1,2,2,1,1,0,0,6.693879,13
974,0128_20230911_133347,1694439266519996,0.0,0.0,5.7116,1.14232,1,2,1,1,2,1,0,1,10.229819,5
976,0128_20230911_133347,1694439319320011,0.0,0.0,5.852042,1.170408,2,1,2,2,1,1,0,1,0.12941,11
979,0128_20230911_133347,1694439273199984,0.0,0.0,8.529541,1.705908,1,2,1,1,2,1,0,1,6.208161,11
982,0128_20230911_133347,1694439325480017,0.0,0.0,6.378374,1.275675,2,1,2,2,1,1,0,1,0.886197,8
985,0129_20230911_133554,1694439410160005,0.0,0.0,0.068825,0.013765,2,1,2,2,1,1,0,0,1.59558,6
