sample_id,split,track_id,n_obs_frames,n_future_frames,nonzero_vru_cells,nonzero_vehicle_cells,dominant_ground_type,f1_last,f2_last,f3_last,future_start_x,future_start_y,future_end_x,future_end_y
464,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.3045,1.7339,-0.5005,0.8597
465,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.2947,1.7107,-0.4983,0.8602
466,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.2827,1.6824,-0.4981,0.8611
467,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.2684,1.6489,-0.4993,0.862
468,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.2512,1.6104,-0.5007,0.8623
469,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.2307,1.5676,-0.5014,0.8618
470,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.2065,1.5216,-0.5002,0.8597
471,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.1785,1.4739,-0.4966,0.8554
472,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.1472,1.4258,-0.4903,0.8487
473,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.1127,1.3785,-0.4816,0.8395
474,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.0748,1.3322,-0.4705,0.8285
475,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-1.0337,1.2873,-0.457,0.8168
476,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.9896,1.2436,-0.4416,0.8047
477,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.943,1.2012,-0.4249,0.7931
478,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.8946,1.16,-0.407,0.7828
479,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.8452,1.1197,-0.3872,0.7756
480,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.7961,1.0801,-0.3642,0.7735
481,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.7481,1.041,-0.3368,0.7781
482,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.702,1.0026,-0.3049,0.7897
483,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.6582,0.9654,-0.2686,0.8078
484,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.6177,0.93,-0.2277,0.832
485,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5813,0.8969,-0.1819,0.8634
486,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5497,0.8667,-0.13,0.9033
487,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5237,0.8396,-0.0717,0.9527
488,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5043,0.8165,-0.0072,1.0121
489,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.4915,0.7977,0.0624,1.0809
490,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.4851,0.7834,0.138,1.1597
491,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.4842,0.7735,0.2215,1.2497
492,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.4877,0.7683,0.3142,1.3512
493,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.4946,0.7678,0.4153,1.4613
494,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5038,0.7714,0.5238,1.5774
495,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5144,0.7787,0.6384,1.6981
496,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5256,0.7886,0.7581,1.8227
497,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5368,0.8,0.8814,1.9506
498,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.547,0.812,1.0064,2.0817
499,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5557,0.8239,1.1317,2.2153
500,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5623,0.835,1.2565,2.3509
501,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,-0.5665,0.8448,1.3806,2.4884
502,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5679,0.8527,1.5053,2.628
503,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5665,0.8586,1.6319,2.7702
504,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.562,0.8625,1.7606,2.9147
505,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5547,0.8647,1.8909,3.0603
506,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.545,0.8652,2.0219,3.2058
507,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.534,0.8644,2.1524,3.351
508,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.523,0.8629,2.2822,3.4964
509,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.513,0.8612,2.4112,3.6427
510,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5054,0.86,2.5394,3.7905
511,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5005,0.8597,2.6662,3.94
512,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4983,0.8602,2.7912,4.0911
513,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4981,0.8611,2.9147,4.2439
514,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4993,0.862,3.0387,4.3999
515,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5007,0.8623,3.1637,4.559
516,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5014,0.8618,3.2883,4.7202
517,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.5002,0.8597,3.4106,4.881
518,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4966,0.8554,3.5303,5.0414
519,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4903,0.8487,3.6476,5.2018
520,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4816,0.8395,3.7629,5.3624
521,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4705,0.8285,3.8765,5.523
522,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.457,0.8168,3.9888,5.6834
523,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4416,0.8047,4.1006,5.8431
524,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.4249,0.7931,4.2126,6.0021
525,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.407,0.7828,4.3252,6.1605
526,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.3872,0.7756,4.4388,6.3184
527,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.3642,0.7735,4.5536,6.476
528,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.3368,0.7781,4.6694,6.6331
529,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.3049,0.7897,4.7859,6.7895
530,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.2686,0.8078,4.9034,6.9451
531,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.2277,0.832,5.0219,7.0998
532,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.1819,0.8634,5.1418,7.2529
533,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.13,0.9033,5.2636,7.4038
534,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.0717,0.9527,5.387,7.553
535,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,-0.0072,1.0121,5.5121,7.7011
536,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.0624,1.0809,5.6385,7.8483
537,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.138,1.1597,5.7654,7.9944
538,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.2215,1.2497,5.8925,8.1395
539,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.3142,1.3512,6.0195,8.284
540,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.4153,1.4613,6.146,8.4285
541,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.5238,1.5774,6.2723,8.5729
542,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.6384,1.6981,6.3981,8.7169
543,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.7581,1.8227,6.5233,8.8606
544,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,0.8814,1.9506,6.6479,9.0045
545,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.0064,2.0817,6.772,9.149
546,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.1317,2.2153,6.8951,9.2941
547,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.2565,2.3509,7.0167,9.4395
548,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.3806,2.4884,7.1372,9.5853
549,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.5053,2.628,7.2574,9.7318
550,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.6319,2.7702,7.3774,9.8792
551,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.7606,2.9147,7.4974,10.0265
552,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,1.8909,3.0603,7.6177,10.1737
553,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.0219,3.2058,7.7384,10.3209
554,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.1524,3.351,7.8594,10.4682
555,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.2822,3.4964,7.9803,10.6153
556,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.4112,3.6427,8.1007,10.7615
557,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.5394,3.7905,8.2206,10.9062
558,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.6662,3.94,8.3408,11.049
559,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,green,red,2.7912,4.0911,8.4621,11.1898
560,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,2.9147,4.2439,8.5842,11.3275
561,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.0387,4.3999,8.7069,11.4611
562,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.1637,4.559,8.83,11.5909
563,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.2883,4.7202,8.9536,11.7181
564,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.4106,4.881,9.0775,11.8429
565,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.5303,5.0414,9.2014,11.9652
566,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.6476,5.2018,9.325,12.0851
567,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.7629,5.3624,9.4489,12.2024
568,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.8765,5.523,9.574,12.3177
569,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,3.9888,5.6834,9.7009,12.4314
570,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,4.1006,5.8431,9.8302,12.5439
571,unknown,0000_20230322_081506/000,38,48,1,0,crosswalk,red,green,red,4.2126,6.0021,9.9621,12.656
572,unknown,0000_20230322_081506/000,38,48,2,0,crosswalk,red,green,red,4.3252,6.1605,10.0972,12.7694
573,unknown,0000_20230322_081506/000,38,48,3,0,crosswalk,red,green,red,4.4388,6.3184,10.2353,12.8855
574,unknown,0000_20230322_081506/000,38,48,4,0,crosswalk,red,green,red,4.5536,6.476,10.3753,13.0049
575,unknown,0000_20230322_081506/000,38,48,5,0,crosswalk,red,green,red,4.6694,6.6331,10.5162,13.1275
576,unknown,0000_20230322_081506/000,38,48,6,0,crosswalk,red,green,red,4.7859,6.7895,10.6574,13.2537
577,unknown,0000_20230322_081506/000,38,48,7,0,crosswalk,red,green,red,4.9034,6.9451,10.7986,13.3836
578,unknown,0000_20230322_081506/000,38,48,8,0,crosswalk,red,green,red,5.0219,7.0998,10.9393,13.5166
579,unknown,0000_20230322_081506/000,38,48,9,0,crosswalk,red,green,red,5.1418,7.2529,11.0792,13.6514
580,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,5.2636,7.4038,11.2177,13.7871
581,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,5.387,7.553,11.3551,13.9232
582,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,5.5121,7.7011,11.4914,14.0598
583,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,5.6385,7.8483,11.6261,14.1968
584,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,5.7654,7.9944,11.7584,14.3332
585,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,5.8925,8.1395,11.8878,14.4682
586,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.0195,8.284,12.0144,14.6019
587,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.146,8.4285,12.1391,14.7341
588,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.2723,8.5729,12.2629,14.8641
589,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.3981,8.7169,12.3861,14.991
590,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.5233,8.8606,12.5098,15.1143
591,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.6479,9.0045,12.6349,15.2342
592,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.772,9.149,12.7616,15.3519
593,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,6.8951,9.2941,12.8895,15.4681
594,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.0167,9.4395,13.0185,15.5833
595,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.1372,9.5853,13.1479,15.6978
596,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.2574,9.7318,13.278,15.812
597,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.3774,9.8792,13.4091,15.9253
598,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.4974,10.0265,13.5411,16.0371
599,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.6177,10.1737,13.6743,16.1469
600,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.7384,10.3209,13.809,16.2547
601,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.8594,10.4682,13.9453,16.3607
602,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,7.9803,10.6153,14.0823,16.4656
603,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,8.1007,10.7615,14.2188,16.5701
604,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,8.2206,10.9062,14.3539,16.6749
605,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,8.3408,11.049,14.4881,16.7811
606,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,8.4621,11.1898,14.6214,16.8888
607,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,8.5842,11.3275,14.7535,16.9974
608,unknown,0000_20230322_081506/000,38,48,10,0,crosswalk,red,green,red,8.7069,11.4611,14.8839,17.1061
609,unknown,0000_20230322_081506/000,38,48,9,0,crosswalk,red,green,red,8.83,11.5909,15.0122,17.2149
610,unknown,0000_20230322_081506/000,38,48,8,0,crosswalk,red,green,red,8.9536,11.7181,15.1383,17.3238
611,unknown,0000_20230322_081506/000,38,48,7,0,crosswalk,red,green,red,9.0775,11.8429,15.2622,17.4332
612,unknown,0000_20230322_081506/000,38,48,6,0,crosswalk,red,green,red,9.2014,11.9652,15.3834,17.543
613,unknown,0000_20230322_081506/000,38,48,5,0,crosswalk,red,green,red,9.325,12.0851,15.5015,17.654
614,unknown,0000_20230322_081506/000,38,48,4,0,crosswalk,red,green,red,9.4489,12.2024,15.6164,17.7668
615,unknown,0000_20230322_081506/000,38,48,3,0,crosswalk,red,green,red,9.574,12.3177,15.7277,17.8817
616,unknown,0000_20230322_081506/000,38,48,2,0,crosswalk,red,green,red,9.7009,12.4314,15.835,17.9993
617,unknown,0000_20230322_081506/000,38,48,1,0,crosswalk,red,green,red,9.8302,12.5439,15.9382,18.1192
618,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,green,red,9.9621,12.656,16.0376,18.2413
619,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.0972,12.7694,16.1339,18.3653
620,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.2353,12.8855,16.2282,18.4914
621,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.3753,13.0049,16.3216,18.6197
622,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.5162,13.1275,16.4146,18.7506
623,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.6574,13.2537,16.5077,18.884
624,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.7986,13.3836,16.6013,19.0202
625,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,10.9393,13.5166,16.6953,19.1597
626,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.0792,13.6514,16.7899,19.3027
627,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.2177,13.7871,16.8849,19.4488
628,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.3551,13.9232,16.981,19.5978
629,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.4914,14.0598,17.0787,19.749
630,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.6261,14.1968,17.1772,19.9006
631,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.7584,14.3332,17.2761,20.0515
632,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,11.8878,14.4682,17.3747,20.2011
633,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.0144,14.6019,17.4729,20.3487
634,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.1391,14.7341,17.5703,20.4938
635,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.2629,14.8641,17.6667,20.6363
636,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.3861,14.991,17.7619,20.7761
637,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.5098,15.1143,17.8567,20.9144
638,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.6349,15.2342,17.9508,21.051
639,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.7616,15.3519,18.0443,21.1859
640,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,12.8895,15.4681,18.1371,21.3192
641,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.0185,15.5833,18.2291,21.4508
642,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.1479,15.6978,18.3204,21.5808
643,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.278,15.812,18.411,21.7091
644,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.4091,15.9253,18.5008,21.8358
645,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.5411,16.0371,18.5898,21.9607
646,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.6743,16.1469,18.678,22.084
647,unknown,0000_20230322_081506/000,38,48,0,0,crosswalk,red,red,red,13.809,16.2547,18.7653,22.2056
648,unknown,0000_20230322_081506/000,38,48,0,0,sidewalk,red,red,red,13.9453,16.3607,18.8518,22.3255
649,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,25.0017,8.0606,19.4514,11.5953
650,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.8998,8.1562,19.3363,11.6756
651,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.7948,8.2536,19.2208,11.7559
652,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.6881,8.3529,19.1051,11.8361
653,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.581,8.453,18.9892,11.916
654,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.4738,8.5523,18.8734,11.9955
655,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.3666,8.6495,18.7572,12.0746
656,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.2588,8.7434,18.6406,12.1532
657,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.1503,8.8335,18.5234,12.231
658,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,24.0408,8.9199,18.4056,12.3081
659,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.9301,9.003,18.2871,12.3845
660,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.8185,9.0831,18.1683,12.4597
661,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.706,9.1608,18.0495,12.5337
662,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.5917,9.2366,17.9309,12.6064
663,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.4749,9.3103,17.8129,12.678
664,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.355,9.3813,17.6956,12.7486
665,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.2318,9.4497,17.5789,12.8183
666,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,23.1055,9.516,17.463,12.8874
667,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,22.9768,9.5804,17.3478,12.9562
668,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,22.847,9.6431,17.233,13.025
669,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,22.7169,9.7049,17.1185,13.0941
670,unknown,0000_20230322_081506/002,38,48,0,0,sidewalk,red,red,green,22.5871,9.7664,17.0038,13.1638
671,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,22.458,9.8283,16.8888,13.2342
672,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,22.3299,9.8907,16.774,13.305
673,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,22.2028,9.9538,16.6594,13.3761
674,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,22.0766,10.0178,16.5448,13.4477
675,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.9517,10.0828,16.4302,13.5196
676,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.8283,10.1491,16.3155,13.5918
677,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.7062,10.2156,16.2005,13.6639
678,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.5849,10.2818,16.0848,13.7358
679,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.464,10.3477,15.968,13.8073
680,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.3435,10.4134,15.85,13.8774
681,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.2237,10.4798,15.7309,13.9462
682,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,21.1043,10.5476,15.6103,14.0138
683,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.9855,10.617,15.4875,14.0792
684,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.8673,10.6878,15.3621,14.1423
685,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.749,10.76,15.2343,14.2038
686,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.63,10.8332,15.1043,14.2642
687,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.51,10.9063,14.973,14.3233
688,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.3895,10.9794,14.8406,14.3809
689,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.2688,11.0529,14.7066,14.4375
690,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.1487,11.1271,14.5711,14.4928
691,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,20.0297,11.2023,14.434,14.5466
692,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.9122,11.2787,14.2944,14.5982
693,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.7961,11.3563,14.1511,14.6466
694,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.6809,11.4352,14.0061,14.693
695,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.5661,11.515,13.8611,14.7379
696,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.4514,11.5953,13.7174,14.7821
697,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.3363,11.6756,13.5756,14.8263
698,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.2208,11.7559,13.436,14.8709
699,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,19.1051,11.8361,13.2992,14.9159
700,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,18.9892,11.916,13.1652,14.9612
701,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,18.8734,11.9955,13.034,15.0065
702,unknown,0000_20230322_081506/002,38,48,0,0,crosswalk,red,red,green,18.7572,12.0746,12.9054,15.0518
